sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree
1.0,0.19117647058823528,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.006642066420664207,0.5
1.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.08823529411764706,0.0,0.0,0.0,0.058823529411764705,0.09302325581395349,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.07352941176470588,0.0,0.0,0.07692307692307693,0.0,0.023255813953488372,0.36094316807738813,0.00010542962572482868,1.0
1.0,0.3382352941176471,1.0,0.0,0.0,0.0,0.32558139534883723,0.3603385731559855,0.00010542962572482868,1.0
0.0,0.3088235294117647,1.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,0.0
1.0,0.029411764705882353,1.0,0.0,0.0,0.058823529411764705,0.0,0.3603385731559855,0.00010542962572482868,1.0
0.0,0.11764705882352941,1.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.04411764705882353,1.0,0.0,0.0,0.0,0.023255813953488372,0.6197097944377267,0.03247232472324723,1.0
1.0,0.1323529411764706,1.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.07352941176470588,0.0,0.0,0.0,0.0,0.06976744186046512,0.36094316807738813,0.0,0.0
0.0,0.27941176470588236,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.0,0.0
1.0,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.0,0.0
1.0,0.3382352941176471,0.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,1.0
0.0,0.4264705882352941,1.0,0.0,0.0,0.0,0.023255813953488372,0.34885126964933494,0.05166051660516605,1.0
1.0,0.19117647058823528,0.0,0.0,0.0,0.0,0.16279069767441862,0.37424425634824665,0.007485503426462836,1.0
1.0,0.10294117647058823,0.0,0.0,0.0,0.0,0.06976744186046512,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.19117647058823528,1.0,0.0,0.0,0.0,0.13953488372093023,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.19117647058823528,1.0,0.0,0.0,0.0,0.11627906976744186,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.6764705882352942,0.0,0.0,0.0,0.0,0.3023255813953488,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.023255813953488372,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.1323529411764706,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.0,0.0
0.0,0.04411764705882353,1.0,0.0,0.0,0.0,0.0,0.3597339782345828,0.00021085925144965736,1.0
1.0,0.35294117647058826,1.0,0.0,0.0,0.0,0.023255813953488372,0.281136638452237,0.014022140221402213,1.0
1.0,0.36764705882352944,1.0,0.0,0.0,0.0,0.023255813953488372,0.3603385731559855,0.00010542962572482868,0.0
0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.38235294117647056,0.0,0.0,0.0,0.0,0.18604651162790697,0.36094316807738813,0.452925672113864,0.0
0.0,0.45588235294117646,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.006642066420664207,0.5
1.0,0.1323529411764706,0.0,0.0,0.0,0.0,0.18604651162790697,0.3603385731559855,0.00010542962572482868,1.0
0.0,0.2647058823529412,1.0,0.0,0.0,0.0,0.06976744186046512,0.39298669891172916,0.010015814443858724,1.0
1.0,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.11627906976744186,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.22058823529411764,0.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.00010542962572482868,1.0
1.0,0.17647058823529413,1.0,0.0,0.0,0.0,0.20930232558139536,0.36094316807738813,0.0,1.0
1.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.09302325581395349,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.6617647058823529,0.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,0.0
1.0,0.5441176470588235,1.0,0.0,0.0,0.0,0.0,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.16176470588235295,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.006642066420664207,0.5
1.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.3488372093023256,0.36094316807738813,0.0,1.0
1.0,0.29411764705882354,0.0,0.0,0.0,0.11764705882352941,0.11627906976744186,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.5147058823529411,1.0,0.0,0.0,0.0,0.4418604651162791,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.11764705882352941,1.0,0.0,0.0,0.11764705882352941,0.13953488372093023,0.40991535671100365,0.040274117026884555,0.0
0.0,0.22058823529411764,1.0,0.0,0.0,0.0,0.09302325581395349,0.3603385731559855,0.00010542962572482868,0.0
1.0,0.08823529411764706,1.0,0.0,0.0,0.0,0.023255813953488372,0.36094316807738813,0.0,0.0
1.0,0.23529411764705882,0.0,0.15384615384615385,0.07692307692307693,0.17647058823529413,0.4883720930232558,0.36094316807738813,0.0,1.0
1.0,0.16176470588235295,1.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.00010542962572482868,0.0
0.0,0.04411764705882353,0.0,0.0,0.0,0.0,0.046511627906976744,0.3603385731559855,0.00010542962572482868,1.0
1.0,0.4852941176470588,0.0,0.0,0.0,0.0,0.046511627906976744,0.3603385731559855,0.00010542962572482868,0.0
1.0,0.2647058823529412,0.0,0.0,0.0,0.0,0.0,0.36094316807738813,0.006642066420664207,0.5
1.0,0.16176470588235295,1.0,0.0,0.0,0.0,0.046511627906976744,0.3603385731559855,0.00010542962572482868,0.0
