age,sex,race,diff_custody,diff_jail,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree
0.24615384615384617,1.0,0.0,0.0016570008285004142,0.012515644555694618,0.0,0.0,0.0,0.0,1.0
0.09230769230769231,1.0,0.0,0.0,0.0012515644555694619,0.10526315789473684,0.0,0.0,0.058823529411764705,1.0
0.07692307692307693,1.0,0.0,0.007622203811101905,0.023779724655819776,0.02631578947368421,0.0,0.07692307692307693,0.0,1.0
0.35384615384615387,1.0,1.0,0.002982601491300746,0.007509386733416771,0.3684210526315789,0.0,0.0,0.0,1.0
0.3230769230769231,0.0,1.0,0.0004971002485501243,0.0025031289111389237,0.0,0.0,0.0,0.0,0.0
0.046153846153846156,1.0,1.0,0.00016570008285004143,0.0,0.02631578947368421,0.0,0.0,0.0,1.0
0.13846153846153847,1.0,1.0,0.00016570008285004143,0.0012515644555694619,0.0,0.0,0.0,0.0,1.0
0.07692307692307693,1.0,0.0,0.0006628003314001657,0.0050062578222778474,0.07894736842105263,0.0,0.0,0.0,0.0
0.2923076923076923,0.0,1.0,0.00016570008285004143,0.0,0.0,0.0,0.0,0.0,0.0
0.35384615384615387,1.0,0.0,0.00016570008285004143,0.0,0.0,0.0,0.0,0.0,1.0
0.4461538461538462,0.0,1.0,0.028003314001657002,0.017521902377972465,0.02631578947368421,0.0,0.0,0.0,1.0
0.2,1.0,0.0,0.0004971002485501243,0.0037546933667083854,0.18421052631578946,0.0,0.0,0.0,1.0
0.1076923076923077,1.0,0.0,0.010273405136702569,0.0012515644555694619,0.07894736842105263,0.0,0.0,0.0,1.0
0.2,1.0,1.0,0.00016570008285004143,0.0012515644555694619,0.15789473684210525,0.0,0.0,0.0,1.0
0.2,1.0,1.0,0.005136702568351284,0.0012515644555694619,0.13157894736842105,0.0,0.0,0.0,1.0
0.7076923076923077,1.0,0.0,0.00016570008285004143,0.0012515644555694619,0.34210526315789475,0.0,0.0,0.0,1.0
0.046153846153846156,1.0,0.0,0.00016570008285004143,0.0037546933667083854,0.02631578947368421,0.0,0.0,0.0,1.0
0.13846153846153847,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046153846153846156,0.0,1.0,0.00016570008285004143,0.0012515644555694619,0.0,0.0,0.0,0.0,1.0
0.38461538461538464,1.0,1.0,0.00016570008285004143,0.0012515644555694619,0.02631578947368421,0.0,0.0,0.0,0.0
0.13846153846153847,1.0,0.0,0.00016570008285004143,0.02127659574468085,0.21052631578947367,0.0,0.0,0.0,1.0
0.27692307692307694,0.0,1.0,0.00016570008285004143,0.0,0.07894736842105263,0.0,0.0,0.0,1.0
0.12307692307692308,1.0,0.0,0.0013256006628003315,0.0,0.13157894736842105,0.0,0.0,0.058823529411764705,1.0
0.23076923076923078,1.0,0.0,0.0034797017398508698,0.04630788485607009,0.0,0.0,0.0,0.0,1.0
0.18461538461538463,1.0,1.0,0.00016570008285004143,0.05506883604505632,0.23684210526315788,0.0,0.0,0.0,1.0
0.2153846153846154,1.0,0.0,0.00033140016570008286,0.0012515644555694619,0.10526315789473684,0.0,0.0,0.0,1.0
0.5692307692307692,1.0,1.0,0.00033140016570008286,0.0025031289111389237,0.0,0.0,0.0,0.0,1.0
0.12307692307692308,1.0,1.0,0.001988400994200497,0.015018773466833541,0.15789473684210525,0.0,0.0,0.11764705882352941,0.0
0.23076923076923078,0.0,1.0,0.0018227009113504556,0.01376720901126408,0.10526315789473684,0.0,0.0,0.0,0.0
0.09230769230769231,1.0,1.0,0.0004971002485501243,0.0012515644555694619,0.02631578947368421,0.0,0.0,0.0,0.0
0.24615384615384617,1.0,0.0,0.029494614747307375,0.04130162703379224,0.5526315789473685,0.2,0.07692307692307693,0.17647058823529413,1.0
0.16923076923076924,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046153846153846156,0.0,0.0,0.00016570008285004143,0.09887359198998748,0.05263157894736842,0.0,0.0,0.0,1.0
0.5076923076923077,1.0,0.0,0.00016570008285004143,0.0012515644555694619,0.05263157894736842,0.0,0.0,0.0,0.0
0.16923076923076924,1.0,1.0,0.00016570008285004143,0.0,0.05263157894736842,0.0,0.0,0.0,0.0
0.5076923076923077,0.0,0.0,0.0013256006628003315,0.0012515644555694619,0.18421052631578946,0.0,0.0,0.0,1.0
0.16923076923076924,1.0,0.0,0.00463960231980116,0.0,0.0,0.0,0.0,0.0,1.0
0.1076923076923077,1.0,1.0,0.001491300745650373,0.007509386733416771,0.23684210526315788,0.0,0.0,0.0,0.0
0.26153846153846155,1.0,0.0,0.00016570008285004143,0.0,0.34210526315789475,0.1,0.0,0.23529411764705882,1.0
0.47692307692307695,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24615384615384617,1.0,0.0,0.008450704225352112,0.06382978723404255,0.10526315789473684,0.0,0.0,0.0,0.0
0.16923076923076924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.16923076923076924,1.0,1.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,1.0
0.46153846153846156,1.0,1.0,0.32145816072908034,0.012515644555694618,0.5263157894736842,0.0,0.0,0.0,1.0
0.2,1.0,0.0,0.022535211267605635,0.16896120150187735,0.39473684210526316,0.0,0.0,0.058823529411764705,1.0
0.09230769230769231,1.0,0.0,0.00033140016570008286,0.0012515644555694619,0.05263157894736842,0.0,0.0,0.0,1.0
0.47692307692307695,1.0,0.0,0.00016570008285004143,0.0,0.10526315789473684,0.0,0.0,0.0,0.0
0.5384615384615384,1.0,1.0,0.0021541010770505385,0.016270337922403004,0.21052631578947367,0.0,0.0,0.0,1.0
0.26153846153846155,1.0,0.0,0.00016570008285004143,0.0,0.13157894736842105,0.0,0.0,0.0,1.0
0.6923076923076923,1.0,0.0,0.005965202982601492,0.04380475594493116,0.2631578947368421,0.0,0.0,0.0,0.0
0.13846153846153847,1.0,0.0,0.0008285004142502071,0.0012515644555694619,0.39473684210526316,0.1,0.07692307692307693,0.11764705882352941,1.0
0.3076923076923077,1.0,1.0,0.00033140016570008286,0.0012515644555694619,0.10526315789473684,0.0,0.0,0.0,0.0
0.06153846153846154,1.0,0.0,0.00016570008285004143,0.0012515644555694619,0.02631578947368421,0.0,0.0,0.058823529411764705,1.0
0.06153846153846154,1.0,0.0,0.020546810273405137,0.15519399249061328,0.05263157894736842,0.0,0.07692307692307693,0.11764705882352941,1.0
0.16923076923076924,1.0,0.0,0.01623860811930406,0.02252816020025031,0.10526315789473684,0.0,0.0,0.0,1.0
0.13846153846153847,1.0,0.0,0.00016570008285004143,0.03754693366708386,0.15789473684210525,0.0,0.07692307692307693,0.0,1.0
0.5846153846153846,0.0,0.0,0.0004971002485501243,0.0037546933667083854,0.0,0.0,0.0,0.0,0.0
0.3230769230769231,1.0,0.0,0.0008285004142502071,0.0050062578222778474,0.02631578947368421,0.0,0.0,0.0,0.0
0.16923076923076924,1.0,0.0,0.00016570008285004143,0.0012515644555694619,0.13157894736842105,0.0,0.0,0.0,1.0
0.13846153846153847,1.0,1.0,0.009610604805302403,0.017521902377972465,0.02631578947368421,0.0,0.0,0.058823529411764705,1.0
0.3384615384615385,1.0,0.0,0.0004971002485501243,0.0037546933667083854,0.05263157894736842,0.0,0.0,0.0,1.0
0.06153846153846154,1.0,0.0,0.0034797017398508698,0.02002503128911139,0.02631578947368421,0.0,0.0,0.0,0.0
0.06153846153846154,1.0,1.0,0.0034797017398508698,0.07133917396745933,0.0,0.0,0.0,0.0,1.0
0.12307692307692308,0.0,0.0,0.009610604805302403,0.0025031289111389237,0.02631578947368421,0.0,0.0,0.0,1.0
0.13846153846153847,1.0,1.0,0.022700911350455676,0.023779724655819776,0.02631578947368421,0.0,0.0,0.0,1.0
0.2153846153846154,1.0,0.0,0.00016570008285004143,0.0012515644555694619,0.0,0.0,0.0,0.0,1.0
0.35384615384615387,1.0,0.0,0.00033140016570008286,0.0012515644555694619,0.02631578947368421,0.0,0.0,0.0,0.0
0.18461538461538463,1.0,0.0,0.00016570008285004143,0.0012515644555694619,0.21052631578947367,0.0,0.0,0.0,0.0
0.1076923076923077,1.0,0.0,0.003148301574150787,0.008760951188986232,0.3684210526315789,0.1,0.46153846153846156,0.058823529411764705,1.0
0.06153846153846154,1.0,0.0,0.004971002485501243,0.03754693366708386,0.05263157894736842,0.1,0.0,0.0,1.0
0.07692307692307693,1.0,0.0,0.00016570008285004143,0.0,0.05263157894736842,0.0,0.0,0.058823529411764705,0.0
0.26153846153846155,0.0,0.0,0.00016570008285004143,0.0,0.02631578947368421,0.0,0.0,0.0,0.0
0.27692307692307694,1.0,0.0,0.0006628003314001657,0.0037546933667083854,0.23684210526315788,0.0,0.0,0.0,1.0
0.12307692307692308,1.0,1.0,0.0016570008285004142,0.0,0.18421052631578946,0.0,0.0,0.0,1.0
0.1076923076923077,1.0,1.0,0.00033140016570008286,0.0,0.23684210526315788,0.0,0.0,0.0,1.0
0.8153846153846154,1.0,0.0,0.007622203811101905,0.023779724655819776,0.3157894736842105,0.0,0.0,0.0,0.0
0.03076923076923077,0.0,1.0,0.00016570008285004143,0.0,0.0,0.0,0.0,0.0,1.0
0.3230769230769231,1.0,1.0,0.0036454018227009112,0.0,0.05263157894736842,0.0,0.0,0.0,1.0
