sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score.1,v_decile_score,priors_count.1,start,end,event
1.0,0.24615384615384617,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.2807613868116927,0.00010542962572482868,1.0,1.0,1.0,0.2222222222222222,0.0,0.0,0.0096051227321238,0.13406408094435077,1.0
1.0,0.09230769230769231,0.0,0.0,0.3333333333333333,0.0,0.058823529411764705,0.10526315789473684,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.3333333333333333,0.2222222222222222,0.10526315789473684,0.0,0.05311973018549747,0.0
1.0,0.07692307692307693,0.0,0.0,0.7777777777777778,0.07692307692307693,0.0,0.02631578947368421,0.28348062542488106,0.00010542962572482868,1.0,0.0,0.0,0.7777777777777778,0.5555555555555556,0.02631578947368421,0.0,0.9898819561551433,0.0
1.0,0.35384615384615387,1.0,0.0,0.5555555555555556,0.0,0.0,0.3684210526315789,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.5555555555555556,0.1111111111111111,0.3684210526315789,0.005336179295624333,0.03372681281618887,1.0
0.0,0.3230769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.2807613868116927,0.00010542962572482868,0.0,0.0,0.0,0.0,0.0,0.0,0.0021344717182497333,0.6298482293423272,0.0
1.0,0.046153846153846156,1.0,0.0,0.2222222222222222,0.0,0.0,0.02631578947368421,0.5723997280761387,0.03247232472324723,1.0,1.0,1.0,0.2222222222222222,0.4444444444444444,0.02631578947368421,0.0,0.3608768971332209,1.0
1.0,0.13846153846153847,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2807613868116927,0.00010542962572482868,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.7225969645868465,0.0
1.0,0.07692307692307693,0.0,0.0,0.5555555555555556,0.0,0.0,0.07894736842105263,0.28144119646498983,0.0,0.0,1.0,0.0,0.5555555555555556,0.3333333333333333,0.07894736842105263,0.004268943436499467,0.10792580101180438,1.0
0.0,0.2923076923076923,1.0,0.0,0.0,0.0,0.0,0.0,0.28144119646498983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010672358591248667,1.0,0.0
1.0,0.35384615384615387,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2807613868116927,0.00010542962572482868,1.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.7630691399662732,0.0
0.0,0.4461538461538462,1.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.26784500339904826,0.05166051660516605,1.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.1821247892074199,1.0
1.0,0.2,0.0,0.0,0.2222222222222222,0.0,0.0,0.18421052631578946,0.2963970088375255,0.007485503426462836,1.0,1.0,0.0,0.2222222222222222,0.1111111111111111,0.18421052631578946,0.0,0.01854974704890388,1.0
1.0,0.1076923076923077,0.0,0.0,1.0,0.0,0.0,0.07894736842105263,0.2807613868116927,0.00010542962572482868,1.0,0.0,0.0,1.0,0.8888888888888888,0.07894736842105263,0.0,0.39038785834738615,0.0
1.0,0.2,1.0,0.0,0.4444444444444444,0.0,0.0,0.15789473684210525,0.2807613868116927,0.00010542962572482868,1.0,1.0,1.0,0.4444444444444444,0.3333333333333333,0.15789473684210525,0.0,0.20320404721753793,1.0
1.0,0.2,1.0,0.0,0.2222222222222222,0.0,0.0,0.13157894736842105,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.2222222222222222,0.1111111111111111,0.13157894736842105,0.0,0.13743676222596965,1.0
1.0,0.7076923076923077,0.0,0.0,0.5555555555555556,0.0,0.0,0.34210526315789475,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.5555555555555556,0.2222222222222222,0.34210526315789475,0.0,0.0008431703204047217,1.0
1.0,0.046153846153846156,0.0,0.0,0.8888888888888888,0.0,0.0,0.02631578947368421,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.02631578947368421,0.0021344717182497333,0.025295109612141653,1.0
1.0,0.13846153846153847,1.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.28144119646498983,0.0,0.0,1.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.06829679595278246,1.0
0.0,0.046153846153846156,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.28008157715839566,0.00021085925144965736,1.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.0,0.0,0.7259696458684655,0.0
1.0,0.38461538461538464,1.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.2807613868116927,0.00010542962572482868,0.0,0.0,0.0,0.0,0.1111111111111111,0.02631578947368421,0.0,0.9797639123102867,0.0
1.0,0.13846153846153847,0.0,0.0,0.2222222222222222,0.0,0.0,0.21052631578947367,0.2807613868116927,0.00010542962572482868,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.21052631578947367,0.017075773745997867,0.09780775716694773,0.0
0.0,0.27692307692307694,1.0,0.0,0.2222222222222222,0.0,0.0,0.07894736842105263,0.3174711080897349,0.010015814443858724,1.0,0.0,0.0,0.2222222222222222,0.0,0.07894736842105263,0.0,0.04468802698145025,0.0
1.0,0.12307692307692308,0.0,0.0,0.6666666666666666,0.0,0.058823529411764705,0.13157894736842105,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.13157894736842105,0.0,0.3296795952782462,0.0
1.0,0.23076923076923078,0.0,0.0,1.0,0.0,0.0,0.0,0.28144119646498983,0.00010542962572482868,1.0,1.0,1.0,1.0,0.5555555555555556,0.0,0.04055496264674493,0.1812816188870152,0.0
1.0,0.18461538461538463,1.0,0.0,0.8888888888888888,0.0,0.0,0.23684210526315788,0.28144119646498983,0.0,1.0,1.0,0.0,0.8888888888888888,1.0,0.23684210526315788,0.04695837780149413,0.13659359190556492,1.0
1.0,0.2153846153846154,0.0,0.0,0.7777777777777778,0.0,0.0,0.10526315789473684,0.2807613868116927,0.00010542962572482868,1.0,1.0,0.0,0.7777777777777778,0.2222222222222222,0.10526315789473684,0.0,0.00505902192242833,1.0
1.0,0.5692307692307692,1.0,0.0,0.0,0.0,0.0,0.0,0.2807613868116927,0.00010542962572482868,1.0,0.0,0.0,0.0,0.0,0.0,0.0010672358591248667,0.693929173693086,0.0
1.0,0.12307692307692308,1.0,0.0,0.7777777777777778,0.0,0.11764705882352941,0.15789473684210525,0.33650577838205303,0.040274117026884555,0.0,0.0,0.0,0.7777777777777778,0.7777777777777778,0.15789473684210525,0.0,0.06829679595278246,0.0
0.0,0.23076923076923078,1.0,0.0,0.4444444444444444,0.0,0.0,0.10526315789473684,0.2807613868116927,0.00010542962572482868,0.0,1.0,0.0,0.4444444444444444,0.1111111111111111,0.10526315789473684,0.010672358591248666,0.18802698145025296,1.0
1.0,0.09230769230769231,1.0,0.0,0.1111111111111111,0.0,0.0,0.02631578947368421,0.28144119646498983,0.0,0.0,1.0,0.0,0.1111111111111111,0.2222222222222222,0.02631578947368421,0.0010672358591248667,0.20236087689713322,1.0
1.0,0.24615384615384617,0.0,0.2,0.8888888888888888,0.07692307692307693,0.17647058823529413,0.5526315789473685,0.28144119646498983,0.0,1.0,1.0,0.0,0.8888888888888888,0.5555555555555556,0.5526315789473685,0.035218783351120594,0.433389544688027,1.0
1.0,0.16923076923076924,1.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.28144119646498983,0.00010542962572482868,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.9873524451939292,0.0
0.0,0.046153846153846156,0.0,0.0,0.7777777777777778,0.0,0.0,0.05263157894736842,0.2807613868116927,0.00010542962572482868,1.0,0.0,0.0,0.7777777777777778,0.7777777777777778,0.05263157894736842,0.08431163287086446,0.4418212478920742,0.0
1.0,0.5076923076923077,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.2807613868116927,0.00010542962572482868,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.9510961214165261,0.0
1.0,0.16923076923076924,1.0,0.0,0.1111111111111111,0.0,0.0,0.05263157894736842,0.2807613868116927,0.00010542962572482868,0.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.05263157894736842,0.0,0.06070826306913996,1.0
0.0,0.5076923076923077,0.0,0.0,0.1111111111111111,0.0,0.0,0.18421052631578946,0.2807613868116927,0.00010542962572482868,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.18421052631578946,0.0010672358591248667,0.4460370994940978,0.0
1.0,0.16923076923076924,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.28144119646498983,0.0,1.0,1.0,0.0,0.6666666666666666,0.1111111111111111,0.0,0.0,0.05143338954468803,1.0
1.0,0.1076923076923077,1.0,0.0,1.0,0.0,0.0,0.23684210526315788,0.2807613868116927,0.00010542962572482868,0.0,1.0,1.0,1.0,0.8888888888888888,0.23684210526315788,0.0064034151547491995,0.006745362563237774,1.0
