Points removed: 0, Discriminating Tests: 8176
Points removed: 1, Discriminating Tests: 6839
Points removed: 2, Discriminating Tests: 7310
Points removed: 3, Discriminating Tests: 7203
Points removed: 4, Discriminating Tests: 5097
Points removed: 5, Discriminating Tests: 4939
Points removed: 6, Discriminating Tests: 6014
Points removed: 7, Discriminating Tests: 4659
Points removed: 8, Discriminating Tests: 3461
Points removed: 9, Discriminating Tests: 2620
Points removed: 10, Discriminating Tests: 2692
Points removed: 11, Discriminating Tests: 4612
Points removed: 12, Discriminating Tests: 3756
Points removed: 13, Discriminating Tests: 3048
Points removed: 14, Discriminating Tests: 2451
Points removed: 15, Discriminating Tests: 2586
Points removed: 16, Discriminating Tests: 2271
Points removed: 17, Discriminating Tests: 434
Points removed: 18, Discriminating Tests: 1813
Points removed: 19, Discriminating Tests: 924
Points removed: 20, Discriminating Tests: 1114
Points removed: 21, Discriminating Tests: 92
Points removed: 22, Discriminating Tests: 802
Points removed: 23, Discriminating Tests: 912
Points removed: 24, Discriminating Tests: 489
Points removed: 25, Discriminating Tests: 553
Points removed: 26, Discriminating Tests: 635
Points removed: 27, Discriminating Tests: 1266
Points removed: 28, Discriminating Tests: 1567
Points removed: 29, Discriminating Tests: 1553
Points removed: 30, Discriminating Tests: 1977
Points removed: 31, Discriminating Tests: 2889
Points removed: 32, Discriminating Tests: 2071
Points removed: 33, Discriminating Tests: 2005
Points removed: 34, Discriminating Tests: 2323
Points removed: 35, Discriminating Tests: 3894
Points removed: 36, Discriminating Tests: 3538
Points removed: 37, Discriminating Tests: 2996
Points removed: 38, Discriminating Tests: 4148
Points removed: 39, Discriminating Tests: 3972
