Points removed: 0, Discriminating Tests: 8577
Points removed: 1, Discriminating Tests: 8197
Points removed: 2, Discriminating Tests: 7583
Points removed: 3, Discriminating Tests: 6589
Points removed: 4, Discriminating Tests: 6330
Points removed: 5, Discriminating Tests: 5501
Points removed: 6, Discriminating Tests: 4569
Points removed: 7, Discriminating Tests: 4497
Points removed: 8, Discriminating Tests: 4434
Points removed: 9, Discriminating Tests: 2528
Points removed: 10, Discriminating Tests: 2911
Points removed: 11, Discriminating Tests: 811
Points removed: 12, Discriminating Tests: 1049
Points removed: 13, Discriminating Tests: 423
Points removed: 14, Discriminating Tests: 511
Points removed: 15, Discriminating Tests: 483
Points removed: 16, Discriminating Tests: 1695
Points removed: 17, Discriminating Tests: 2274
Points removed: 18, Discriminating Tests: 2319
Points removed: 19, Discriminating Tests: 3006
Points removed: 20, Discriminating Tests: 4094
Points removed: 21, Discriminating Tests: 4620
Points removed: 22, Discriminating Tests: 5273
Points removed: 23, Discriminating Tests: 5010
Points removed: 24, Discriminating Tests: 6699
Points removed: 25, Discriminating Tests: 6576
Points removed: 26, Discriminating Tests: 6855
Points removed: 27, Discriminating Tests: 8566
Points removed: 28, Discriminating Tests: 8385
Points removed: 29, Discriminating Tests: 8866
Points removed: 30, Discriminating Tests: 9184
Points removed: 31, Discriminating Tests: 9800
Points removed: 32, Discriminating Tests: 10449
Points removed: 33, Discriminating Tests: 11613
Points removed: 34, Discriminating Tests: 11484
Points removed: 35, Discriminating Tests: 12186
Points removed: 36, Discriminating Tests: 12745
Points removed: 37, Discriminating Tests: 13726
Points removed: 38, Discriminating Tests: 14848
Points removed: 39, Discriminating Tests: 14998
Points removed: 40, Discriminating Tests: 15369
Points removed: 41, Discriminating Tests: 16372
Points removed: 42, Discriminating Tests: 16320
Points removed: 43, Discriminating Tests: 17191
Points removed: 44, Discriminating Tests: 17967
Points removed: 45, Discriminating Tests: 17955
Points removed: 46, Discriminating Tests: 18098
Points removed: 47, Discriminating Tests: 19084
Points removed: 48, Discriminating Tests: 19294
Points removed: 49, Discriminating Tests: 19576
Points removed: 50, Discriminating Tests: 19974
Points removed: 51, Discriminating Tests: 20286
Points removed: 52, Discriminating Tests: 21847
Points removed: 53, Discriminating Tests: 21993
Points removed: 54, Discriminating Tests: 23025
Points removed: 55, Discriminating Tests: 22269
Points removed: 56, Discriminating Tests: 23677
Points removed: 57, Discriminating Tests: 24664
Points removed: 58, Discriminating Tests: 25452
Points removed: 59, Discriminating Tests: 24871
Points removed: 60, Discriminating Tests: 25129
Points removed: 61, Discriminating Tests: 25746
Points removed: 62, Discriminating Tests: 26318
Points removed: 63, Discriminating Tests: 27731
Points removed: 64, Discriminating Tests: 28459
Points removed: 65, Discriminating Tests: 27609
Points removed: 66, Discriminating Tests: 28739
Points removed: 67, Discriminating Tests: 28799
Points removed: 68, Discriminating Tests: 29374
Points removed: 69, Discriminating Tests: 30680
Points removed: 70, Discriminating Tests: 31587
Points removed: 71, Discriminating Tests: 32031
Points removed: 72, Discriminating Tests: 32632
Points removed: 73, Discriminating Tests: 33294
Points removed: 74, Discriminating Tests: 34580
Points removed: 75, Discriminating Tests: 35602
Points removed: 76, Discriminating Tests: 35617
Points removed: 77, Discriminating Tests: 35780
Points removed: 78, Discriminating Tests: 36149
Points removed: 79, Discriminating Tests: 36297
Points removed: 80, Discriminating Tests: 35885
Points removed: 81, Discriminating Tests: 37170
Points removed: 82, Discriminating Tests: 37911
Points removed: 83, Discriminating Tests: 38084
Points removed: 84, Discriminating Tests: 38851
Points removed: 85, Discriminating Tests: 38823
Points removed: 86, Discriminating Tests: 39096
Points removed: 87, Discriminating Tests: 39174
Points removed: 88, Discriminating Tests: 39233
Points removed: 89, Discriminating Tests: 38551
Points removed: 90, Discriminating Tests: 39657
Points removed: 91, Discriminating Tests: 38951
Points removed: 92, Discriminating Tests: 39318
Points removed: 93, Discriminating Tests: 39241
Points removed: 94, Discriminating Tests: 40805
Points removed: 95, Discriminating Tests: 40587
Points removed: 96, Discriminating Tests: 41033
Points removed: 97, Discriminating Tests: 40600
Points removed: 98, Discriminating Tests: 41476
Points removed: 99, Discriminating Tests: 40767
