Points removed: 0, Discriminating Tests: 16494
Points removed: 1, Discriminating Tests: 15930
Points removed: 2, Discriminating Tests: 17065
Points removed: 3, Discriminating Tests: 16762
Points removed: 4, Discriminating Tests: 16215
Points removed: 5, Discriminating Tests: 16791
Points removed: 6, Discriminating Tests: 16428
Points removed: 7, Discriminating Tests: 16508
Points removed: 8, Discriminating Tests: 16580
Points removed: 9, Discriminating Tests: 17494
Points removed: 10, Discriminating Tests: 16512
Points removed: 11, Discriminating Tests: 17744
Points removed: 12, Discriminating Tests: 17773
Points removed: 13, Discriminating Tests: 17020
Points removed: 14, Discriminating Tests: 17037
Points removed: 15, Discriminating Tests: 15779
Points removed: 16, Discriminating Tests: 16390
Points removed: 17, Discriminating Tests: 17504
Points removed: 18, Discriminating Tests: 17418
Points removed: 19, Discriminating Tests: 16418
Points removed: 20, Discriminating Tests: 17689
Points removed: 21, Discriminating Tests: 17752
Points removed: 22, Discriminating Tests: 17924
Points removed: 23, Discriminating Tests: 17198
Points removed: 24, Discriminating Tests: 18132
Points removed: 25, Discriminating Tests: 17873
Points removed: 26, Discriminating Tests: 17933
Points removed: 27, Discriminating Tests: 19412
Points removed: 28, Discriminating Tests: 17107
Points removed: 29, Discriminating Tests: 18712
Points removed: 30, Discriminating Tests: 19101
Points removed: 31, Discriminating Tests: 18571
Points removed: 32, Discriminating Tests: 19202
Points removed: 33, Discriminating Tests: 19517
Points removed: 34, Discriminating Tests: 19885
Points removed: 35, Discriminating Tests: 19103
Points removed: 36, Discriminating Tests: 20045
Points removed: 37, Discriminating Tests: 20226
Points removed: 38, Discriminating Tests: 20854
Points removed: 39, Discriminating Tests: 20522
Points removed: 40, Discriminating Tests: 20457
Points removed: 41, Discriminating Tests: 20883
Points removed: 42, Discriminating Tests: 20905
Points removed: 43, Discriminating Tests: 20628
Points removed: 44, Discriminating Tests: 21429
Points removed: 45, Discriminating Tests: 21455
Points removed: 46, Discriminating Tests: 21032
Points removed: 47, Discriminating Tests: 21584
Points removed: 48, Discriminating Tests: 21177
Points removed: 49, Discriminating Tests: 22282
Points removed: 50, Discriminating Tests: 22819
Points removed: 51, Discriminating Tests: 24503
Points removed: 52, Discriminating Tests: 23500
Points removed: 53, Discriminating Tests: 22337
Points removed: 54, Discriminating Tests: 23476
Points removed: 55, Discriminating Tests: 23478
Points removed: 56, Discriminating Tests: 23369
Points removed: 57, Discriminating Tests: 23006
Points removed: 58, Discriminating Tests: 24406
Points removed: 59, Discriminating Tests: 24002
Points removed: 60, Discriminating Tests: 22901
Points removed: 61, Discriminating Tests: 23805
Points removed: 62, Discriminating Tests: 23974
Points removed: 63, Discriminating Tests: 24189
Points removed: 64, Discriminating Tests: 24919
Points removed: 65, Discriminating Tests: 23759
Points removed: 66, Discriminating Tests: 24659
Points removed: 67, Discriminating Tests: 25400
Points removed: 68, Discriminating Tests: 24159
Points removed: 69, Discriminating Tests: 24440
Points removed: 70, Discriminating Tests: 24530
Points removed: 71, Discriminating Tests: 25627
Points removed: 72, Discriminating Tests: 25232
Points removed: 73, Discriminating Tests: 24822
Points removed: 74, Discriminating Tests: 24366
Points removed: 75, Discriminating Tests: 24093
Points removed: 76, Discriminating Tests: 23252
Points removed: 77, Discriminating Tests: 23707
Points removed: 78, Discriminating Tests: 24186
Points removed: 79, Discriminating Tests: 23301
Points removed: 80, Discriminating Tests: 23922
Points removed: 81, Discriminating Tests: 24454
Points removed: 82, Discriminating Tests: 25102
Points removed: 83, Discriminating Tests: 25551
Points removed: 84, Discriminating Tests: 25383
Points removed: 85, Discriminating Tests: 25194
Points removed: 86, Discriminating Tests: 26320
Points removed: 87, Discriminating Tests: 25622
Points removed: 88, Discriminating Tests: 26122
Points removed: 89, Discriminating Tests: 26048
Points removed: 90, Discriminating Tests: 26002
Points removed: 91, Discriminating Tests: 26568
Points removed: 92, Discriminating Tests: 26825
Points removed: 93, Discriminating Tests: 26088
Points removed: 94, Discriminating Tests: 26838
Points removed: 95, Discriminating Tests: 26913
Points removed: 96, Discriminating Tests: 27081
Points removed: 97, Discriminating Tests: 26856
Points removed: 98, Discriminating Tests: 27472
Points removed: 99, Discriminating Tests: 27270
