Points removed: 0, Discriminating Tests: 10936
Points removed: 1, Discriminating Tests: 9577
Points removed: 2, Discriminating Tests: 8384
Points removed: 3, Discriminating Tests: 7924
Points removed: 4, Discriminating Tests: 6148
Points removed: 5, Discriminating Tests: 5603
Points removed: 6, Discriminating Tests: 5987
Points removed: 7, Discriminating Tests: 4901
Points removed: 8, Discriminating Tests: 3764
Points removed: 9, Discriminating Tests: 2489
Points removed: 10, Discriminating Tests: 2041
Points removed: 11, Discriminating Tests: 2469
Points removed: 12, Discriminating Tests: 944
Points removed: 13, Discriminating Tests: 970
Points removed: 14, Discriminating Tests: 353
Points removed: 15, Discriminating Tests: 132
Points removed: 16, Discriminating Tests: 474
Points removed: 17, Discriminating Tests: 2224
Points removed: 18, Discriminating Tests: 1031
Points removed: 19, Discriminating Tests: 2201
Points removed: 20, Discriminating Tests: 2104
Points removed: 21, Discriminating Tests: 3573
Points removed: 22, Discriminating Tests: 3710
Points removed: 23, Discriminating Tests: 4300
Points removed: 24, Discriminating Tests: 4655
Points removed: 25, Discriminating Tests: 4707
Points removed: 26, Discriminating Tests: 5849
Points removed: 27, Discriminating Tests: 6618
Points removed: 28, Discriminating Tests: 6077
Points removed: 29, Discriminating Tests: 7604
Points removed: 30, Discriminating Tests: 8092
Points removed: 31, Discriminating Tests: 9110
Points removed: 32, Discriminating Tests: 8808
Points removed: 33, Discriminating Tests: 9508
Points removed: 34, Discriminating Tests: 10374
Points removed: 35, Discriminating Tests: 11181
Points removed: 36, Discriminating Tests: 10548
Points removed: 37, Discriminating Tests: 11294
Points removed: 38, Discriminating Tests: 12230
Points removed: 39, Discriminating Tests: 11695
