Points removed: 0, Discriminating Tests: 15492
Points removed: 1, Discriminating Tests: 16385
Points removed: 2, Discriminating Tests: 16490
Points removed: 3, Discriminating Tests: 14829
Points removed: 4, Discriminating Tests: 14947
Points removed: 5, Discriminating Tests: 14600
Points removed: 6, Discriminating Tests: 13909
Points removed: 7, Discriminating Tests: 14823
Points removed: 8, Discriminating Tests: 14152
Points removed: 9, Discriminating Tests: 13974
Points removed: 10, Discriminating Tests: 13833
Points removed: 11, Discriminating Tests: 13270
Points removed: 12, Discriminating Tests: 13831
Points removed: 13, Discriminating Tests: 12799
Points removed: 14, Discriminating Tests: 13919
Points removed: 15, Discriminating Tests: 12564
Points removed: 16, Discriminating Tests: 11839
Points removed: 17, Discriminating Tests: 11858
Points removed: 18, Discriminating Tests: 11832
Points removed: 19, Discriminating Tests: 11305
Points removed: 20, Discriminating Tests: 10307
Points removed: 21, Discriminating Tests: 10627
Points removed: 22, Discriminating Tests: 10422
Points removed: 23, Discriminating Tests: 9740
Points removed: 24, Discriminating Tests: 9293
Points removed: 25, Discriminating Tests: 9862
Points removed: 26, Discriminating Tests: 10300
Points removed: 27, Discriminating Tests: 7751
Points removed: 28, Discriminating Tests: 8797
Points removed: 29, Discriminating Tests: 8534
Points removed: 30, Discriminating Tests: 7807
Points removed: 31, Discriminating Tests: 7716
Points removed: 32, Discriminating Tests: 6831
Points removed: 33, Discriminating Tests: 6810
Points removed: 34, Discriminating Tests: 6643
Points removed: 35, Discriminating Tests: 6802
Points removed: 36, Discriminating Tests: 6294
Points removed: 37, Discriminating Tests: 5752
Points removed: 38, Discriminating Tests: 5218
Points removed: 39, Discriminating Tests: 5402
Points removed: 40, Discriminating Tests: 5340
Points removed: 41, Discriminating Tests: 4282
Points removed: 42, Discriminating Tests: 5086
Points removed: 43, Discriminating Tests: 4752
Points removed: 44, Discriminating Tests: 4578
Points removed: 45, Discriminating Tests: 4106
Points removed: 46, Discriminating Tests: 4155
Points removed: 47, Discriminating Tests: 3803
Points removed: 48, Discriminating Tests: 2679
Points removed: 49, Discriminating Tests: 2713
Points removed: 50, Discriminating Tests: 2447
Points removed: 51, Discriminating Tests: 1791
Points removed: 52, Discriminating Tests: 2273
Points removed: 53, Discriminating Tests: 1885
Points removed: 54, Discriminating Tests: 1735
Points removed: 55, Discriminating Tests: 1679
Points removed: 56, Discriminating Tests: 1146
Points removed: 57, Discriminating Tests: 1152
Points removed: 58, Discriminating Tests: 108
Points removed: 59, Discriminating Tests: 439
Points removed: 60, Discriminating Tests: 31
Points removed: 61, Discriminating Tests: 283
Points removed: 62, Discriminating Tests: 338
Points removed: 63, Discriminating Tests: 809
Points removed: 64, Discriminating Tests: 786
Points removed: 65, Discriminating Tests: 1314
Points removed: 66, Discriminating Tests: 2371
Points removed: 67, Discriminating Tests: 2089
Points removed: 68, Discriminating Tests: 2602
Points removed: 69, Discriminating Tests: 2948
Points removed: 70, Discriminating Tests: 3081
Points removed: 71, Discriminating Tests: 2675
Points removed: 72, Discriminating Tests: 2752
Points removed: 73, Discriminating Tests: 2803
Points removed: 74, Discriminating Tests: 3279
Points removed: 75, Discriminating Tests: 3693
Points removed: 76, Discriminating Tests: 3292
Points removed: 77, Discriminating Tests: 3564
Points removed: 78, Discriminating Tests: 3487
Points removed: 79, Discriminating Tests: 4471
Points removed: 80, Discriminating Tests: 4469
Points removed: 81, Discriminating Tests: 4430
Points removed: 82, Discriminating Tests: 4638
Points removed: 83, Discriminating Tests: 4456
Points removed: 84, Discriminating Tests: 4877
Points removed: 85, Discriminating Tests: 4708
Points removed: 86, Discriminating Tests: 6169
Points removed: 87, Discriminating Tests: 5719
Points removed: 88, Discriminating Tests: 6647
Points removed: 89, Discriminating Tests: 5917
Points removed: 90, Discriminating Tests: 6371
Points removed: 91, Discriminating Tests: 5488
Points removed: 92, Discriminating Tests: 6114
Points removed: 93, Discriminating Tests: 6129
Points removed: 94, Discriminating Tests: 6202
Points removed: 95, Discriminating Tests: 5775
Points removed: 96, Discriminating Tests: 6408
Points removed: 97, Discriminating Tests: 6024
Points removed: 98, Discriminating Tests: 6055
Points removed: 99, Discriminating Tests: 5903
