Points removed: 0, Discriminating Tests: 10625
Points removed: 1, Discriminating Tests: 10449
Points removed: 2, Discriminating Tests: 9488
Points removed: 3, Discriminating Tests: 8563
Points removed: 4, Discriminating Tests: 9299
Points removed: 5, Discriminating Tests: 9944
Points removed: 6, Discriminating Tests: 11120
Points removed: 7, Discriminating Tests: 9713
Points removed: 8, Discriminating Tests: 9010
Points removed: 9, Discriminating Tests: 10684
Points removed: 10, Discriminating Tests: 9642
Points removed: 11, Discriminating Tests: 10260
Points removed: 12, Discriminating Tests: 10284
Points removed: 13, Discriminating Tests: 10504
Points removed: 14, Discriminating Tests: 11308
Points removed: 15, Discriminating Tests: 11101
Points removed: 16, Discriminating Tests: 11053
Points removed: 17, Discriminating Tests: 10420
Points removed: 18, Discriminating Tests: 10696
Points removed: 19, Discriminating Tests: 11447
Points removed: 20, Discriminating Tests: 10718
Points removed: 21, Discriminating Tests: 11973
Points removed: 22, Discriminating Tests: 11656
Points removed: 23, Discriminating Tests: 11735
Points removed: 24, Discriminating Tests: 12341
Points removed: 25, Discriminating Tests: 11935
Points removed: 26, Discriminating Tests: 11769
Points removed: 27, Discriminating Tests: 12539
Points removed: 28, Discriminating Tests: 12231
Points removed: 29, Discriminating Tests: 12739
Points removed: 30, Discriminating Tests: 12399
Points removed: 31, Discriminating Tests: 12204
Points removed: 32, Discriminating Tests: 12022
Points removed: 33, Discriminating Tests: 12530
Points removed: 34, Discriminating Tests: 12065
Points removed: 35, Discriminating Tests: 10885
Points removed: 36, Discriminating Tests: 11597
Points removed: 37, Discriminating Tests: 11769
Points removed: 38, Discriminating Tests: 11373
Points removed: 39, Discriminating Tests: 11855
Points removed: 40, Discriminating Tests: 11789
Points removed: 41, Discriminating Tests: 11954
Points removed: 42, Discriminating Tests: 11850
Points removed: 43, Discriminating Tests: 11430
Points removed: 44, Discriminating Tests: 10965
Points removed: 45, Discriminating Tests: 11054
Points removed: 46, Discriminating Tests: 10611
Points removed: 47, Discriminating Tests: 11055
Points removed: 48, Discriminating Tests: 10970
Points removed: 49, Discriminating Tests: 11193
Points removed: 50, Discriminating Tests: 11901
Points removed: 51, Discriminating Tests: 11799
Points removed: 52, Discriminating Tests: 11426
Points removed: 53, Discriminating Tests: 11587
Points removed: 54, Discriminating Tests: 12106
Points removed: 55, Discriminating Tests: 11172
Points removed: 56, Discriminating Tests: 11529
Points removed: 57, Discriminating Tests: 12854
Points removed: 58, Discriminating Tests: 11973
Points removed: 59, Discriminating Tests: 12315
Points removed: 60, Discriminating Tests: 11904
Points removed: 61, Discriminating Tests: 10959
Points removed: 62, Discriminating Tests: 12112
Points removed: 63, Discriminating Tests: 10922
Points removed: 64, Discriminating Tests: 10741
Points removed: 65, Discriminating Tests: 11431
Points removed: 66, Discriminating Tests: 11377
Points removed: 67, Discriminating Tests: 11912
Points removed: 68, Discriminating Tests: 12051
Points removed: 69, Discriminating Tests: 12762
Points removed: 70, Discriminating Tests: 12272
Points removed: 71, Discriminating Tests: 12321
Points removed: 72, Discriminating Tests: 11489
Points removed: 73, Discriminating Tests: 12333
Points removed: 74, Discriminating Tests: 12757
Points removed: 75, Discriminating Tests: 13102
Points removed: 76, Discriminating Tests: 13664
Points removed: 77, Discriminating Tests: 13457
Points removed: 78, Discriminating Tests: 13163
Points removed: 79, Discriminating Tests: 12793
Points removed: 8, Discriminating Tests: 9010
Points removed: 48, Discriminating Tests: 10970
Points removed: 88, Discriminating Tests: 11335
Points removed: 128, Discriminating Tests: 10403
Points removed: 168, Discriminating Tests: 10728
Points removed: 208, Discriminating Tests: 11988
Points removed: 248, Discriminating Tests: 11209
Points removed: 288, Discriminating Tests: 7136
Points removed: 328, Discriminating Tests: 6456
Points removed: 368, Discriminating Tests: 5868
