Points removed: 0, Discriminating Tests: 10220
Points removed: 1, Discriminating Tests: 9269
Points removed: 2, Discriminating Tests: 8319
Points removed: 3, Discriminating Tests: 7382
Points removed: 4, Discriminating Tests: 6047
Points removed: 5, Discriminating Tests: 5456
Points removed: 6, Discriminating Tests: 5860
Points removed: 7, Discriminating Tests: 5264
Points removed: 8, Discriminating Tests: 3733
Points removed: 9, Discriminating Tests: 2681
Points removed: 10, Discriminating Tests: 2191
Points removed: 11, Discriminating Tests: 2362
Points removed: 12, Discriminating Tests: 1388
Points removed: 13, Discriminating Tests: 1292
Points removed: 14, Discriminating Tests: 98
Points removed: 15, Discriminating Tests: 22
Points removed: 16, Discriminating Tests: 184
Points removed: 17, Discriminating Tests: 1643
Points removed: 18, Discriminating Tests: 962
Points removed: 19, Discriminating Tests: 2278
Points removed: 20, Discriminating Tests: 2101
Points removed: 21, Discriminating Tests: 3595
Points removed: 22, Discriminating Tests: 3196
Points removed: 23, Discriminating Tests: 4027
Points removed: 24, Discriminating Tests: 4557
Points removed: 25, Discriminating Tests: 4771
Points removed: 26, Discriminating Tests: 5775
Points removed: 27, Discriminating Tests: 5971
Points removed: 28, Discriminating Tests: 5519
Points removed: 29, Discriminating Tests: 7119
Points removed: 30, Discriminating Tests: 8026
Points removed: 31, Discriminating Tests: 8692
Points removed: 32, Discriminating Tests: 8203
Points removed: 33, Discriminating Tests: 9014
Points removed: 34, Discriminating Tests: 9706
Points removed: 35, Discriminating Tests: 10720
Points removed: 36, Discriminating Tests: 9925
Points removed: 37, Discriminating Tests: 10674
Points removed: 38, Discriminating Tests: 11595
Points removed: 39, Discriminating Tests: 11297
