Points removed: 0, Discriminating Tests: 8156
Points removed: 1, Discriminating Tests: 6954
Points removed: 2, Discriminating Tests: 6224
Points removed: 3, Discriminating Tests: 6350
Points removed: 4, Discriminating Tests: 4223
Points removed: 5, Discriminating Tests: 3783
Points removed: 6, Discriminating Tests: 4372
Points removed: 7, Discriminating Tests: 3641
Points removed: 8, Discriminating Tests: 2006
Points removed: 9, Discriminating Tests: 896
Points removed: 10, Discriminating Tests: 684
Points removed: 11, Discriminating Tests: 860
Points removed: 12, Discriminating Tests: 659
Points removed: 13, Discriminating Tests: 1109
Points removed: 14, Discriminating Tests: 1689
Points removed: 15, Discriminating Tests: 2447
Points removed: 16, Discriminating Tests: 2432
Points removed: 17, Discriminating Tests: 4308
Points removed: 18, Discriminating Tests: 3296
Points removed: 19, Discriminating Tests: 5191
Points removed: 20, Discriminating Tests: 4517
Points removed: 21, Discriminating Tests: 6130
Points removed: 22, Discriminating Tests: 6259
Points removed: 23, Discriminating Tests: 6906
Points removed: 24, Discriminating Tests: 7239
Points removed: 25, Discriminating Tests: 7154
Points removed: 26, Discriminating Tests: 8387
Points removed: 27, Discriminating Tests: 8914
Points removed: 28, Discriminating Tests: 8305
Points removed: 29, Discriminating Tests: 9182
Points removed: 30, Discriminating Tests: 10165
Points removed: 31, Discriminating Tests: 10713
Points removed: 32, Discriminating Tests: 11029
Points removed: 33, Discriminating Tests: 11666
Points removed: 34, Discriminating Tests: 12207
Points removed: 35, Discriminating Tests: 13732
Points removed: 36, Discriminating Tests: 12606
Points removed: 37, Discriminating Tests: 13632
Points removed: 38, Discriminating Tests: 14481
Points removed: 39, Discriminating Tests: 14597
Points removed: 40, Discriminating Tests: 15248
Points removed: 41, Discriminating Tests: 15170
Points removed: 42, Discriminating Tests: 15397
Points removed: 43, Discriminating Tests: 16361
Points removed: 44, Discriminating Tests: 17284
Points removed: 45, Discriminating Tests: 17737
Points removed: 46, Discriminating Tests: 18136
Points removed: 47, Discriminating Tests: 19099
Points removed: 48, Discriminating Tests: 19193
Points removed: 49, Discriminating Tests: 19926
Points removed: 50, Discriminating Tests: 20428
Points removed: 51, Discriminating Tests: 21233
Points removed: 52, Discriminating Tests: 20885
Points removed: 53, Discriminating Tests: 22892
Points removed: 54, Discriminating Tests: 23667
Points removed: 55, Discriminating Tests: 23644
Points removed: 56, Discriminating Tests: 24543
Points removed: 57, Discriminating Tests: 25163
Points removed: 58, Discriminating Tests: 25662
Points removed: 59, Discriminating Tests: 25669
Points removed: 60, Discriminating Tests: 26564
Points removed: 61, Discriminating Tests: 27237
Points removed: 62, Discriminating Tests: 27120
Points removed: 63, Discriminating Tests: 27733
Points removed: 64, Discriminating Tests: 28864
Points removed: 65, Discriminating Tests: 29260
Points removed: 66, Discriminating Tests: 30107
Points removed: 67, Discriminating Tests: 30283
Points removed: 68, Discriminating Tests: 30020
Points removed: 69, Discriminating Tests: 31133
Points removed: 70, Discriminating Tests: 32942
Points removed: 71, Discriminating Tests: 33083
Points removed: 72, Discriminating Tests: 34738
Points removed: 73, Discriminating Tests: 34415
Points removed: 74, Discriminating Tests: 36053
Points removed: 75, Discriminating Tests: 35612
Points removed: 76, Discriminating Tests: 35728
Points removed: 77, Discriminating Tests: 35741
Points removed: 78, Discriminating Tests: 37598
Points removed: 79, Discriminating Tests: 36947
Points removed: 80, Discriminating Tests: 37284
Points removed: 81, Discriminating Tests: 37188
Points removed: 82, Discriminating Tests: 38423
Points removed: 83, Discriminating Tests: 39461
Points removed: 84, Discriminating Tests: 39483
Points removed: 85, Discriminating Tests: 39853
Points removed: 86, Discriminating Tests: 40295
Points removed: 87, Discriminating Tests: 40248
Points removed: 88, Discriminating Tests: 40542
Points removed: 89, Discriminating Tests: 40712
Points removed: 90, Discriminating Tests: 41186
Points removed: 91, Discriminating Tests: 40702
Points removed: 92, Discriminating Tests: 42441
Points removed: 93, Discriminating Tests: 42412
Points removed: 94, Discriminating Tests: 42483
Points removed: 95, Discriminating Tests: 42390
Points removed: 96, Discriminating Tests: 42424
Points removed: 97, Discriminating Tests: 43156
Points removed: 98, Discriminating Tests: 42832
Points removed: 99, Discriminating Tests: 42881
Points removed: 100, Discriminating Tests: 43446
Points removed: 101, Discriminating Tests: 43056
Points removed: 102, Discriminating Tests: 42599
Points removed: 103, Discriminating Tests: 44008
Points removed: 104, Discriminating Tests: 43434
Points removed: 105, Discriminating Tests: 43968
Points removed: 106, Discriminating Tests: 43246
Points removed: 107, Discriminating Tests: 45893
Points removed: 108, Discriminating Tests: 46571
Points removed: 109, Discriminating Tests: 45723
Points removed: 110, Discriminating Tests: 46264
Points removed: 111, Discriminating Tests: 46945
Points removed: 112, Discriminating Tests: 45876
Points removed: 113, Discriminating Tests: 48355
Points removed: 114, Discriminating Tests: 46914
Points removed: 115, Discriminating Tests: 49919
Points removed: 116, Discriminating Tests: 49267
Points removed: 117, Discriminating Tests: 49775
Points removed: 118, Discriminating Tests: 49024
Points removed: 119, Discriminating Tests: 49457
