Points removed: 0, Discriminating Tests: 15376
Points removed: 1, Discriminating Tests: 14281
Points removed: 2, Discriminating Tests: 13645
Points removed: 3, Discriminating Tests: 13165
Points removed: 4, Discriminating Tests: 12373
Points removed: 5, Discriminating Tests: 11356
Points removed: 6, Discriminating Tests: 10281
Points removed: 7, Discriminating Tests: 10072
Points removed: 8, Discriminating Tests: 9748
Points removed: 9, Discriminating Tests: 8677
Points removed: 10, Discriminating Tests: 8537
Points removed: 11, Discriminating Tests: 6538
Points removed: 12, Discriminating Tests: 6777
Points removed: 13, Discriminating Tests: 5395
Points removed: 14, Discriminating Tests: 6211
Points removed: 15, Discriminating Tests: 5449
Points removed: 16, Discriminating Tests: 3300
Points removed: 17, Discriminating Tests: 3945
Points removed: 18, Discriminating Tests: 3442
Points removed: 19, Discriminating Tests: 2812
Points removed: 20, Discriminating Tests: 1392
Points removed: 21, Discriminating Tests: 1324
Points removed: 22, Discriminating Tests: 203
Points removed: 23, Discriminating Tests: 375
Points removed: 24, Discriminating Tests: 987
Points removed: 25, Discriminating Tests: 698
Points removed: 26, Discriminating Tests: 1171
Points removed: 27, Discriminating Tests: 2887
Points removed: 28, Discriminating Tests: 2698
Points removed: 29, Discriminating Tests: 3300
Points removed: 30, Discriminating Tests: 3251
Points removed: 31, Discriminating Tests: 4623
Points removed: 32, Discriminating Tests: 5174
Points removed: 33, Discriminating Tests: 6023
Points removed: 34, Discriminating Tests: 4989
Points removed: 35, Discriminating Tests: 5106
Points removed: 36, Discriminating Tests: 6270
Points removed: 37, Discriminating Tests: 7099
Points removed: 38, Discriminating Tests: 7805
Points removed: 39, Discriminating Tests: 8245
Points removed: 40, Discriminating Tests: 8813
Points removed: 41, Discriminating Tests: 9370
Points removed: 42, Discriminating Tests: 9434
Points removed: 43, Discriminating Tests: 9867
Points removed: 44, Discriminating Tests: 10693
Points removed: 45, Discriminating Tests: 11905
Points removed: 46, Discriminating Tests: 10931
Points removed: 47, Discriminating Tests: 11999
Points removed: 48, Discriminating Tests: 12282
Points removed: 49, Discriminating Tests: 12548
Points removed: 50, Discriminating Tests: 12960
Points removed: 51, Discriminating Tests: 13189
Points removed: 52, Discriminating Tests: 14599
Points removed: 53, Discriminating Tests: 14077
Points removed: 54, Discriminating Tests: 15554
Points removed: 55, Discriminating Tests: 15780
Points removed: 56, Discriminating Tests: 15852
Points removed: 57, Discriminating Tests: 16650
Points removed: 58, Discriminating Tests: 17318
Points removed: 59, Discriminating Tests: 16702
Points removed: 60, Discriminating Tests: 17204
Points removed: 61, Discriminating Tests: 17038
Points removed: 62, Discriminating Tests: 17683
Points removed: 63, Discriminating Tests: 18704
Points removed: 64, Discriminating Tests: 19628
Points removed: 65, Discriminating Tests: 19510
Points removed: 66, Discriminating Tests: 20207
Points removed: 67, Discriminating Tests: 20452
Points removed: 68, Discriminating Tests: 21168
Points removed: 69, Discriminating Tests: 21783
Points removed: 70, Discriminating Tests: 23321
Points removed: 71, Discriminating Tests: 24259
Points removed: 72, Discriminating Tests: 24216
Points removed: 73, Discriminating Tests: 23926
Points removed: 74, Discriminating Tests: 24006
Points removed: 75, Discriminating Tests: 25263
Points removed: 76, Discriminating Tests: 25106
Points removed: 77, Discriminating Tests: 25336
Points removed: 78, Discriminating Tests: 26416
Points removed: 79, Discriminating Tests: 26098
Points removed: 80, Discriminating Tests: 26679
Points removed: 81, Discriminating Tests: 27848
Points removed: 82, Discriminating Tests: 26990
Points removed: 83, Discriminating Tests: 28441
Points removed: 84, Discriminating Tests: 28565
Points removed: 85, Discriminating Tests: 29217
Points removed: 86, Discriminating Tests: 30260
Points removed: 87, Discriminating Tests: 30403
Points removed: 88, Discriminating Tests: 31403
Points removed: 89, Discriminating Tests: 31862
Points removed: 90, Discriminating Tests: 31638
Points removed: 91, Discriminating Tests: 32370
Points removed: 92, Discriminating Tests: 32544
Points removed: 93, Discriminating Tests: 32044
Points removed: 94, Discriminating Tests: 32836
Points removed: 95, Discriminating Tests: 32563
Points removed: 96, Discriminating Tests: 33059
Points removed: 97, Discriminating Tests: 33040
Points removed: 98, Discriminating Tests: 34555
Points removed: 99, Discriminating Tests: 35234
