Points removed: 0, Discriminating Tests: 13947
Points removed: 1, Discriminating Tests: 13468
Points removed: 2, Discriminating Tests: 12180
Points removed: 3, Discriminating Tests: 11411
Points removed: 4, Discriminating Tests: 10921
Points removed: 5, Discriminating Tests: 11016
Points removed: 6, Discriminating Tests: 11607
Points removed: 7, Discriminating Tests: 10360
Points removed: 8, Discriminating Tests: 10023
Points removed: 9, Discriminating Tests: 10507
Points removed: 10, Discriminating Tests: 8805
Points removed: 11, Discriminating Tests: 9552
Points removed: 12, Discriminating Tests: 8141
Points removed: 13, Discriminating Tests: 8248
Points removed: 14, Discriminating Tests: 8381
Points removed: 15, Discriminating Tests: 8036
Points removed: 16, Discriminating Tests: 7783
Points removed: 17, Discriminating Tests: 5957
Points removed: 18, Discriminating Tests: 6670
Points removed: 19, Discriminating Tests: 5748
Points removed: 20, Discriminating Tests: 6649
Points removed: 21, Discriminating Tests: 5173
Points removed: 22, Discriminating Tests: 5376
Points removed: 23, Discriminating Tests: 4900
Points removed: 24, Discriminating Tests: 4529
Points removed: 25, Discriminating Tests: 4581
Points removed: 26, Discriminating Tests: 4296
Points removed: 27, Discriminating Tests: 3650
Points removed: 28, Discriminating Tests: 4189
Points removed: 29, Discriminating Tests: 4298
Points removed: 30, Discriminating Tests: 2719
Points removed: 31, Discriminating Tests: 2970
Points removed: 32, Discriminating Tests: 2719
Points removed: 33, Discriminating Tests: 2117
Points removed: 34, Discriminating Tests: 2384
Points removed: 35, Discriminating Tests: 1678
Points removed: 36, Discriminating Tests: 1632
Points removed: 37, Discriminating Tests: 1470
Points removed: 38, Discriminating Tests: 1050
Points removed: 39, Discriminating Tests: 754
