Points removed: 0, Discriminating Tests: 10582
Points removed: 1, Discriminating Tests: 9377
Points removed: 2, Discriminating Tests: 8170
Points removed: 3, Discriminating Tests: 8334
Points removed: 4, Discriminating Tests: 6702
Points removed: 5, Discriminating Tests: 5640
Points removed: 6, Discriminating Tests: 6219
Points removed: 7, Discriminating Tests: 5263
Points removed: 8, Discriminating Tests: 4040
Points removed: 9, Discriminating Tests: 2705
Points removed: 10, Discriminating Tests: 2180
Points removed: 11, Discriminating Tests: 2752
Points removed: 12, Discriminating Tests: 1026
Points removed: 13, Discriminating Tests: 1048
Points removed: 14, Discriminating Tests: 146
Points removed: 15, Discriminating Tests: 41
Points removed: 16, Discriminating Tests: 298
Points removed: 17, Discriminating Tests: 1968
Points removed: 18, Discriminating Tests: 1279
Points removed: 19, Discriminating Tests: 2594
Points removed: 20, Discriminating Tests: 2884
Points removed: 21, Discriminating Tests: 3985
Points removed: 22, Discriminating Tests: 3806
Points removed: 23, Discriminating Tests: 4742
Points removed: 24, Discriminating Tests: 5473
Points removed: 25, Discriminating Tests: 5164
Points removed: 26, Discriminating Tests: 5825
Points removed: 27, Discriminating Tests: 6731
Points removed: 28, Discriminating Tests: 6208
Points removed: 29, Discriminating Tests: 7371
Points removed: 30, Discriminating Tests: 8728
Points removed: 31, Discriminating Tests: 9401
Points removed: 32, Discriminating Tests: 9317
Points removed: 33, Discriminating Tests: 9745
Points removed: 34, Discriminating Tests: 10190
Points removed: 35, Discriminating Tests: 10982
Points removed: 36, Discriminating Tests: 10648
Points removed: 37, Discriminating Tests: 11554
Points removed: 38, Discriminating Tests: 12100
Points removed: 39, Discriminating Tests: 11999
