Points removed: 0, Discriminating Tests: 8543
Points removed: 1, Discriminating Tests: 7975
Points removed: 2, Discriminating Tests: 7646
Points removed: 3, Discriminating Tests: 6768
Points removed: 4, Discriminating Tests: 6602
Points removed: 5, Discriminating Tests: 5504
Points removed: 6, Discriminating Tests: 4763
Points removed: 7, Discriminating Tests: 4097
Points removed: 8, Discriminating Tests: 3970
Points removed: 9, Discriminating Tests: 2569
Points removed: 10, Discriminating Tests: 2767
Points removed: 11, Discriminating Tests: 738
Points removed: 12, Discriminating Tests: 1204
Points removed: 13, Discriminating Tests: 166
Points removed: 14, Discriminating Tests: 563
Points removed: 15, Discriminating Tests: 422
Points removed: 16, Discriminating Tests: 2152
Points removed: 17, Discriminating Tests: 2104
Points removed: 18, Discriminating Tests: 2142
Points removed: 19, Discriminating Tests: 2983
Points removed: 20, Discriminating Tests: 4011
Points removed: 21, Discriminating Tests: 4186
Points removed: 22, Discriminating Tests: 5204
Points removed: 23, Discriminating Tests: 5377
Points removed: 24, Discriminating Tests: 6388
Points removed: 25, Discriminating Tests: 6594
Points removed: 26, Discriminating Tests: 6288
Points removed: 27, Discriminating Tests: 8470
Points removed: 28, Discriminating Tests: 7775
Points removed: 29, Discriminating Tests: 8799
Points removed: 30, Discriminating Tests: 9191
Points removed: 31, Discriminating Tests: 10128
Points removed: 32, Discriminating Tests: 11027
Points removed: 33, Discriminating Tests: 12030
Points removed: 34, Discriminating Tests: 11455
Points removed: 35, Discriminating Tests: 12452
Points removed: 36, Discriminating Tests: 12972
Points removed: 37, Discriminating Tests: 14043
Points removed: 38, Discriminating Tests: 15028
Points removed: 39, Discriminating Tests: 14971
