Points removed: 0, Discriminating Tests: 7530
Points removed: 1, Discriminating Tests: 6685
Points removed: 2, Discriminating Tests: 6254
Points removed: 3, Discriminating Tests: 5318
Points removed: 4, Discriminating Tests: 5308
Points removed: 5, Discriminating Tests: 3762
Points removed: 6, Discriminating Tests: 1534
Points removed: 7, Discriminating Tests: 2684
Points removed: 8, Discriminating Tests: 2204
Points removed: 9, Discriminating Tests: 1036
Points removed: 10, Discriminating Tests: 1489
Points removed: 11, Discriminating Tests: 923
Points removed: 12, Discriminating Tests: 338
Points removed: 13, Discriminating Tests: 1878
Points removed: 14, Discriminating Tests: 1399
Points removed: 15, Discriminating Tests: 1880
Points removed: 16, Discriminating Tests: 2967
Points removed: 17, Discriminating Tests: 4033
Points removed: 18, Discriminating Tests: 4214
Points removed: 19, Discriminating Tests: 4780
Points removed: 20, Discriminating Tests: 5115
Points removed: 21, Discriminating Tests: 6151
Points removed: 22, Discriminating Tests: 6725
Points removed: 23, Discriminating Tests: 6718
Points removed: 24, Discriminating Tests: 8324
Points removed: 25, Discriminating Tests: 7648
Points removed: 26, Discriminating Tests: 7938
Points removed: 27, Discriminating Tests: 9827
Points removed: 28, Discriminating Tests: 9169
Points removed: 29, Discriminating Tests: 9759
Points removed: 30, Discriminating Tests: 10198
Points removed: 31, Discriminating Tests: 11139
Points removed: 32, Discriminating Tests: 11559
Points removed: 33, Discriminating Tests: 12154
Points removed: 34, Discriminating Tests: 12336
Points removed: 35, Discriminating Tests: 12611
Points removed: 36, Discriminating Tests: 13492
Points removed: 37, Discriminating Tests: 14091
Points removed: 38, Discriminating Tests: 14687
Points removed: 39, Discriminating Tests: 15229
