Points removed: 0, Discriminating Tests: 7959
Points removed: 1, Discriminating Tests: 7124
Points removed: 2, Discriminating Tests: 6981
Points removed: 3, Discriminating Tests: 7204
Points removed: 4, Discriminating Tests: 7524
Points removed: 5, Discriminating Tests: 5998
Points removed: 6, Discriminating Tests: 5833
Points removed: 7, Discriminating Tests: 4780
Points removed: 8, Discriminating Tests: 4436
Points removed: 9, Discriminating Tests: 4334
Points removed: 10, Discriminating Tests: 3110
Points removed: 11, Discriminating Tests: 3231
Points removed: 12, Discriminating Tests: 3345
Points removed: 13, Discriminating Tests: 2019
Points removed: 14, Discriminating Tests: 3169
Points removed: 15, Discriminating Tests: 2823
Points removed: 16, Discriminating Tests: 1275
Points removed: 17, Discriminating Tests: 283
Points removed: 18, Discriminating Tests: 314
Points removed: 19, Discriminating Tests: 253
Points removed: 20, Discriminating Tests: 1
Points removed: 21, Discriminating Tests: 991
Points removed: 22, Discriminating Tests: 1642
Points removed: 23, Discriminating Tests: 1091
Points removed: 24, Discriminating Tests: 2970
Points removed: 25, Discriminating Tests: 3009
Points removed: 26, Discriminating Tests: 3005
Points removed: 27, Discriminating Tests: 4703
Points removed: 28, Discriminating Tests: 4079
Points removed: 29, Discriminating Tests: 4355
Points removed: 30, Discriminating Tests: 5309
Points removed: 31, Discriminating Tests: 5229
Points removed: 32, Discriminating Tests: 6459
Points removed: 33, Discriminating Tests: 6266
Points removed: 34, Discriminating Tests: 5974
Points removed: 35, Discriminating Tests: 5600
Points removed: 36, Discriminating Tests: 6872
Points removed: 37, Discriminating Tests: 7565
Points removed: 38, Discriminating Tests: 8371
Points removed: 39, Discriminating Tests: 8127
