Points removed: 0, Discriminating Tests: 13974
Points removed: 1, Discriminating Tests: 12835
Points removed: 2, Discriminating Tests: 11920
Points removed: 3, Discriminating Tests: 11254
Points removed: 4, Discriminating Tests: 10684
Points removed: 5, Discriminating Tests: 10099
Points removed: 6, Discriminating Tests: 8770
Points removed: 7, Discriminating Tests: 8407
Points removed: 8, Discriminating Tests: 8429
Points removed: 9, Discriminating Tests: 7156
Points removed: 10, Discriminating Tests: 7228
Points removed: 11, Discriminating Tests: 5617
Points removed: 12, Discriminating Tests: 6231
Points removed: 13, Discriminating Tests: 5356
Points removed: 14, Discriminating Tests: 5482
Points removed: 15, Discriminating Tests: 4471
Points removed: 16, Discriminating Tests: 3018
Points removed: 17, Discriminating Tests: 2864
Points removed: 18, Discriminating Tests: 2733
Points removed: 19, Discriminating Tests: 1789
Points removed: 20, Discriminating Tests: 989
Points removed: 21, Discriminating Tests: 356
Points removed: 22, Discriminating Tests: 333
Points removed: 23, Discriminating Tests: 534
Points removed: 24, Discriminating Tests: 1575
Points removed: 25, Discriminating Tests: 1659
Points removed: 26, Discriminating Tests: 2236
Points removed: 27, Discriminating Tests: 3521
Points removed: 28, Discriminating Tests: 3426
Points removed: 29, Discriminating Tests: 4025
Points removed: 30, Discriminating Tests: 3971
Points removed: 31, Discriminating Tests: 4737
Points removed: 32, Discriminating Tests: 5391
Points removed: 33, Discriminating Tests: 6487
Points removed: 34, Discriminating Tests: 6327
Points removed: 35, Discriminating Tests: 6628
Points removed: 36, Discriminating Tests: 7519
Points removed: 37, Discriminating Tests: 8119
Points removed: 38, Discriminating Tests: 8796
Points removed: 39, Discriminating Tests: 8508
