Points removed: 0, Discriminating Tests: 9673
Points removed: 1, Discriminating Tests: 8860
Points removed: 2, Discriminating Tests: 7866
Points removed: 3, Discriminating Tests: 7782
Points removed: 4, Discriminating Tests: 6108
Points removed: 5, Discriminating Tests: 5450
Points removed: 6, Discriminating Tests: 5834
Points removed: 7, Discriminating Tests: 5075
Points removed: 8, Discriminating Tests: 3277
Points removed: 9, Discriminating Tests: 2672
Points removed: 10, Discriminating Tests: 1847
Points removed: 11, Discriminating Tests: 2878
Points removed: 12, Discriminating Tests: 1757
Points removed: 13, Discriminating Tests: 1033
Points removed: 14, Discriminating Tests: 406
Points removed: 15, Discriminating Tests: 422
Points removed: 16, Discriminating Tests: 120
Points removed: 17, Discriminating Tests: 1798
Points removed: 18, Discriminating Tests: 1136
Points removed: 19, Discriminating Tests: 2719
Points removed: 20, Discriminating Tests: 2050
Points removed: 21, Discriminating Tests: 3732
Points removed: 22, Discriminating Tests: 4078
Points removed: 23, Discriminating Tests: 4128
Points removed: 24, Discriminating Tests: 4946
Points removed: 25, Discriminating Tests: 4978
Points removed: 26, Discriminating Tests: 5702
Points removed: 27, Discriminating Tests: 6367
Points removed: 28, Discriminating Tests: 5795
Points removed: 29, Discriminating Tests: 6843
Points removed: 30, Discriminating Tests: 8879
Points removed: 31, Discriminating Tests: 9391
Points removed: 32, Discriminating Tests: 9284
Points removed: 33, Discriminating Tests: 9990
Points removed: 34, Discriminating Tests: 10336
Points removed: 35, Discriminating Tests: 10852
Points removed: 36, Discriminating Tests: 10278
Points removed: 37, Discriminating Tests: 10690
Points removed: 38, Discriminating Tests: 11422
Points removed: 39, Discriminating Tests: 11291
