Points removed: 0, Discriminating Tests: 11241
Points removed: 1, Discriminating Tests: 10215
Points removed: 2, Discriminating Tests: 8856
Points removed: 3, Discriminating Tests: 8977
Points removed: 4, Discriminating Tests: 7359
Points removed: 5, Discriminating Tests: 6483
Points removed: 6, Discriminating Tests: 6742
Points removed: 7, Discriminating Tests: 6367
Points removed: 8, Discriminating Tests: 4809
Points removed: 9, Discriminating Tests: 3017
Points removed: 10, Discriminating Tests: 2843
Points removed: 11, Discriminating Tests: 3344
Points removed: 12, Discriminating Tests: 1970
Points removed: 13, Discriminating Tests: 1930
Points removed: 14, Discriminating Tests: 1031
Points removed: 15, Discriminating Tests: 1077
Points removed: 16, Discriminating Tests: 384
Points removed: 17, Discriminating Tests: 1245
Points removed: 18, Discriminating Tests: 872
Points removed: 19, Discriminating Tests: 2030
Points removed: 20, Discriminating Tests: 2009
Points removed: 21, Discriminating Tests: 3121
Points removed: 22, Discriminating Tests: 3082
Points removed: 23, Discriminating Tests: 3398
Points removed: 24, Discriminating Tests: 4169
Points removed: 25, Discriminating Tests: 3826
Points removed: 26, Discriminating Tests: 5441
Points removed: 27, Discriminating Tests: 5641
Points removed: 28, Discriminating Tests: 5099
Points removed: 29, Discriminating Tests: 6712
Points removed: 30, Discriminating Tests: 7722
Points removed: 31, Discriminating Tests: 8798
Points removed: 32, Discriminating Tests: 8035
Points removed: 33, Discriminating Tests: 8778
Points removed: 34, Discriminating Tests: 9349
Points removed: 35, Discriminating Tests: 10591
Points removed: 36, Discriminating Tests: 9475
Points removed: 37, Discriminating Tests: 10378
Points removed: 38, Discriminating Tests: 11136
Points removed: 39, Discriminating Tests: 11006
