Points removed: 0, Discriminating Tests: 8654
Points removed: 1, Discriminating Tests: 8018
Points removed: 2, Discriminating Tests: 6706
Points removed: 3, Discriminating Tests: 8118
Points removed: 4, Discriminating Tests: 6206
Points removed: 5, Discriminating Tests: 6108
Points removed: 6, Discriminating Tests: 6886
Points removed: 7, Discriminating Tests: 6049
Points removed: 8, Discriminating Tests: 5458
Points removed: 9, Discriminating Tests: 4523
Points removed: 10, Discriminating Tests: 5404
Points removed: 11, Discriminating Tests: 3913
Points removed: 12, Discriminating Tests: 3468
Points removed: 13, Discriminating Tests: 3862
Points removed: 14, Discriminating Tests: 2336
Points removed: 15, Discriminating Tests: 3094
Points removed: 16, Discriminating Tests: 1823
Points removed: 17, Discriminating Tests: 751
Points removed: 18, Discriminating Tests: 2043
Points removed: 19, Discriminating Tests: 1041
Points removed: 20, Discriminating Tests: 2753
Points removed: 21, Discriminating Tests: 347
Points removed: 22, Discriminating Tests: 159
Points removed: 23, Discriminating Tests: 641
Points removed: 24, Discriminating Tests: 60
Points removed: 25, Discriminating Tests: 670
Points removed: 26, Discriminating Tests: 523
Points removed: 27, Discriminating Tests: 363
Points removed: 28, Discriminating Tests: 1197
Points removed: 29, Discriminating Tests: 1305
Points removed: 30, Discriminating Tests: 1991
Points removed: 31, Discriminating Tests: 1486
Points removed: 32, Discriminating Tests: 1936
Points removed: 33, Discriminating Tests: 2060
Points removed: 34, Discriminating Tests: 3099
Points removed: 35, Discriminating Tests: 4007
Points removed: 36, Discriminating Tests: 2836
Points removed: 37, Discriminating Tests: 4010
Points removed: 38, Discriminating Tests: 4250
Points removed: 39, Discriminating Tests: 4587
