Points removed: 0, Discriminating Tests: 8171
Points removed: 1, Discriminating Tests: 7178
Points removed: 2, Discriminating Tests: 6233
Points removed: 3, Discriminating Tests: 5973
Points removed: 4, Discriminating Tests: 4275
Points removed: 5, Discriminating Tests: 3278
Points removed: 6, Discriminating Tests: 3861
Points removed: 7, Discriminating Tests: 3010
Points removed: 8, Discriminating Tests: 1375
Points removed: 9, Discriminating Tests: 484
Points removed: 10, Discriminating Tests: 175
Points removed: 11, Discriminating Tests: 376
Points removed: 12, Discriminating Tests: 1277
Points removed: 13, Discriminating Tests: 1419
Points removed: 14, Discriminating Tests: 1977
Points removed: 15, Discriminating Tests: 2590
Points removed: 16, Discriminating Tests: 2793
Points removed: 17, Discriminating Tests: 4778
Points removed: 18, Discriminating Tests: 3884
Points removed: 19, Discriminating Tests: 5314
Points removed: 20, Discriminating Tests: 4925
Points removed: 21, Discriminating Tests: 6571
Points removed: 22, Discriminating Tests: 6156
Points removed: 23, Discriminating Tests: 7241
Points removed: 24, Discriminating Tests: 7695
Points removed: 25, Discriminating Tests: 7052
Points removed: 26, Discriminating Tests: 8427
Points removed: 27, Discriminating Tests: 8743
Points removed: 28, Discriminating Tests: 8785
Points removed: 29, Discriminating Tests: 9297
Points removed: 30, Discriminating Tests: 11097
Points removed: 31, Discriminating Tests: 11733
Points removed: 32, Discriminating Tests: 11264
Points removed: 33, Discriminating Tests: 11830
Points removed: 34, Discriminating Tests: 12834
Points removed: 35, Discriminating Tests: 13465
Points removed: 36, Discriminating Tests: 12953
Points removed: 37, Discriminating Tests: 13864
Points removed: 38, Discriminating Tests: 15049
Points removed: 39, Discriminating Tests: 14406
