Points removed: 0, Discriminating Tests: 11683
Points removed: 1, Discriminating Tests: 11264
Points removed: 2, Discriminating Tests: 11178
Points removed: 3, Discriminating Tests: 9657
Points removed: 4, Discriminating Tests: 9743
Points removed: 5, Discriminating Tests: 10837
Points removed: 6, Discriminating Tests: 10475
Points removed: 7, Discriminating Tests: 11504
Points removed: 8, Discriminating Tests: 10503
Points removed: 9, Discriminating Tests: 11887
Points removed: 10, Discriminating Tests: 10722
Points removed: 11, Discriminating Tests: 11677
Points removed: 12, Discriminating Tests: 12321
Points removed: 13, Discriminating Tests: 12188
Points removed: 14, Discriminating Tests: 11972
Points removed: 15, Discriminating Tests: 11654
Points removed: 16, Discriminating Tests: 12489
Points removed: 17, Discriminating Tests: 13373
Points removed: 18, Discriminating Tests: 13274
Points removed: 19, Discriminating Tests: 13120
Points removed: 20, Discriminating Tests: 13885
Points removed: 21, Discriminating Tests: 13562
Points removed: 22, Discriminating Tests: 12672
Points removed: 23, Discriminating Tests: 12892
Points removed: 24, Discriminating Tests: 13286
Points removed: 25, Discriminating Tests: 13315
Points removed: 26, Discriminating Tests: 13157
Points removed: 27, Discriminating Tests: 14731
Points removed: 28, Discriminating Tests: 13695
Points removed: 29, Discriminating Tests: 13948
Points removed: 30, Discriminating Tests: 14318
Points removed: 31, Discriminating Tests: 14549
Points removed: 32, Discriminating Tests: 14252
Points removed: 33, Discriminating Tests: 14753
Points removed: 34, Discriminating Tests: 15325
Points removed: 35, Discriminating Tests: 15160
Points removed: 36, Discriminating Tests: 14214
Points removed: 37, Discriminating Tests: 15897
Points removed: 38, Discriminating Tests: 14550
Points removed: 39, Discriminating Tests: 15195
Points removed: 40, Discriminating Tests: 15497
Points removed: 41, Discriminating Tests: 16061
Points removed: 42, Discriminating Tests: 16064
Points removed: 43, Discriminating Tests: 16255
Points removed: 44, Discriminating Tests: 16108
Points removed: 45, Discriminating Tests: 17168
Points removed: 46, Discriminating Tests: 16723
Points removed: 47, Discriminating Tests: 16399
Points removed: 48, Discriminating Tests: 16870
Points removed: 49, Discriminating Tests: 16659
Points removed: 50, Discriminating Tests: 17028
Points removed: 51, Discriminating Tests: 17328
Points removed: 52, Discriminating Tests: 16888
Points removed: 53, Discriminating Tests: 17259
Points removed: 54, Discriminating Tests: 18139
Points removed: 55, Discriminating Tests: 17646
Points removed: 56, Discriminating Tests: 18779
Points removed: 57, Discriminating Tests: 17366
Points removed: 58, Discriminating Tests: 18589
Points removed: 59, Discriminating Tests: 17904
Points removed: 60, Discriminating Tests: 18863
Points removed: 61, Discriminating Tests: 19037
Points removed: 62, Discriminating Tests: 18537
Points removed: 63, Discriminating Tests: 19892
Points removed: 64, Discriminating Tests: 19928
Points removed: 65, Discriminating Tests: 20619
Points removed: 66, Discriminating Tests: 20405
Points removed: 67, Discriminating Tests: 20697
Points removed: 68, Discriminating Tests: 20718
Points removed: 69, Discriminating Tests: 21262
Points removed: 70, Discriminating Tests: 21828
Points removed: 71, Discriminating Tests: 20866
Points removed: 72, Discriminating Tests: 21544
Points removed: 73, Discriminating Tests: 21760
Points removed: 74, Discriminating Tests: 22655
Points removed: 75, Discriminating Tests: 22736
Points removed: 76, Discriminating Tests: 22299
Points removed: 77, Discriminating Tests: 21935
Points removed: 78, Discriminating Tests: 22400
Points removed: 79, Discriminating Tests: 22619
Points removed: 8, Discriminating Tests: 10503
Points removed: 48, Discriminating Tests: 16870
Points removed: 88, Discriminating Tests: 23153
Points removed: 128, Discriminating Tests: 25558
Points removed: 168, Discriminating Tests: 28178
Points removed: 208, Discriminating Tests: 27678
Points removed: 248, Discriminating Tests: 33114
Points removed: 288, Discriminating Tests: 41145
Points removed: 328, Discriminating Tests: 42747
Points removed: 368, Discriminating Tests: 45496
