Points removed: 0, Discriminating Tests: 9598
Points removed: 1, Discriminating Tests: 8825
Points removed: 2, Discriminating Tests: 8395
Points removed: 3, Discriminating Tests: 8004
Points removed: 4, Discriminating Tests: 5832
Points removed: 5, Discriminating Tests: 5431
Points removed: 6, Discriminating Tests: 6252
Points removed: 7, Discriminating Tests: 5096
Points removed: 8, Discriminating Tests: 3770
Points removed: 9, Discriminating Tests: 2432
Points removed: 10, Discriminating Tests: 1960
Points removed: 11, Discriminating Tests: 3060
Points removed: 12, Discriminating Tests: 1936
Points removed: 13, Discriminating Tests: 745
Points removed: 14, Discriminating Tests: 573
Points removed: 15, Discriminating Tests: 209
Points removed: 16, Discriminating Tests: 213
Points removed: 17, Discriminating Tests: 1842
Points removed: 18, Discriminating Tests: 1134
Points removed: 19, Discriminating Tests: 2691
Points removed: 20, Discriminating Tests: 2675
Points removed: 21, Discriminating Tests: 4100
Points removed: 22, Discriminating Tests: 4159
Points removed: 23, Discriminating Tests: 4458
Points removed: 24, Discriminating Tests: 4965
Points removed: 25, Discriminating Tests: 4957
Points removed: 26, Discriminating Tests: 5492
Points removed: 27, Discriminating Tests: 6378
Points removed: 28, Discriminating Tests: 6196
Points removed: 29, Discriminating Tests: 6553
Points removed: 30, Discriminating Tests: 8895
Points removed: 31, Discriminating Tests: 8988
Points removed: 32, Discriminating Tests: 9093
Points removed: 33, Discriminating Tests: 9588
Points removed: 34, Discriminating Tests: 10043
Points removed: 35, Discriminating Tests: 11266
Points removed: 36, Discriminating Tests: 10315
Points removed: 37, Discriminating Tests: 11155
Points removed: 38, Discriminating Tests: 11282
Points removed: 39, Discriminating Tests: 11184
Points removed: 40, Discriminating Tests: 10083
Points removed: 41, Discriminating Tests: 10368
Points removed: 42, Discriminating Tests: 10652
Points removed: 43, Discriminating Tests: 11018
Points removed: 44, Discriminating Tests: 12127
Points removed: 45, Discriminating Tests: 12625
Points removed: 46, Discriminating Tests: 12307
Points removed: 47, Discriminating Tests: 12945
Points removed: 48, Discriminating Tests: 13372
Points removed: 49, Discriminating Tests: 14024
