Points removed: 0, Discriminating Tests: 10538
Points removed: 1, Discriminating Tests: 9372
Points removed: 2, Discriminating Tests: 8406
Points removed: 3, Discriminating Tests: 8081
Points removed: 4, Discriminating Tests: 6282
Points removed: 5, Discriminating Tests: 5839
Points removed: 6, Discriminating Tests: 6304
Points removed: 7, Discriminating Tests: 5249
Points removed: 8, Discriminating Tests: 3846
Points removed: 9, Discriminating Tests: 2717
Points removed: 10, Discriminating Tests: 2051
Points removed: 11, Discriminating Tests: 2459
Points removed: 12, Discriminating Tests: 947
Points removed: 13, Discriminating Tests: 672
Points removed: 14, Discriminating Tests: 30
Points removed: 15, Discriminating Tests: 67
Points removed: 16, Discriminating Tests: 392
Points removed: 17, Discriminating Tests: 2081
Points removed: 18, Discriminating Tests: 1055
Points removed: 19, Discriminating Tests: 2535
Points removed: 20, Discriminating Tests: 2909
Points removed: 21, Discriminating Tests: 4319
Points removed: 22, Discriminating Tests: 3687
Points removed: 23, Discriminating Tests: 4328
Points removed: 24, Discriminating Tests: 5061
Points removed: 25, Discriminating Tests: 5149
Points removed: 26, Discriminating Tests: 6057
Points removed: 27, Discriminating Tests: 6704
Points removed: 28, Discriminating Tests: 6538
Points removed: 29, Discriminating Tests: 7030
Points removed: 30, Discriminating Tests: 8485
Points removed: 31, Discriminating Tests: 8953
Points removed: 32, Discriminating Tests: 9045
Points removed: 33, Discriminating Tests: 9672
Points removed: 34, Discriminating Tests: 10288
Points removed: 35, Discriminating Tests: 11208
Points removed: 36, Discriminating Tests: 10606
Points removed: 37, Discriminating Tests: 12035
Points removed: 38, Discriminating Tests: 12340
Points removed: 39, Discriminating Tests: 12352
