Points removed: 0, Discriminating Tests: 8853
Points removed: 1, Discriminating Tests: 9426
Points removed: 2, Discriminating Tests: 9241
Points removed: 3, Discriminating Tests: 8280
Points removed: 4, Discriminating Tests: 8980
Points removed: 5, Discriminating Tests: 8945
Points removed: 6, Discriminating Tests: 6040
Points removed: 7, Discriminating Tests: 7284
Points removed: 8, Discriminating Tests: 8086
Points removed: 9, Discriminating Tests: 8889
Points removed: 10, Discriminating Tests: 8445
Points removed: 11, Discriminating Tests: 8628
Points removed: 12, Discriminating Tests: 8177
Points removed: 13, Discriminating Tests: 8464
Points removed: 14, Discriminating Tests: 8686
Points removed: 15, Discriminating Tests: 8800
Points removed: 16, Discriminating Tests: 8666
Points removed: 17, Discriminating Tests: 9546
Points removed: 18, Discriminating Tests: 9221
Points removed: 19, Discriminating Tests: 9764
Points removed: 20, Discriminating Tests: 9544
Points removed: 21, Discriminating Tests: 10194
Points removed: 22, Discriminating Tests: 10710
Points removed: 23, Discriminating Tests: 10652
Points removed: 24, Discriminating Tests: 11367
Points removed: 25, Discriminating Tests: 11181
Points removed: 26, Discriminating Tests: 11512
Points removed: 27, Discriminating Tests: 12110
Points removed: 28, Discriminating Tests: 11110
Points removed: 29, Discriminating Tests: 11208
Points removed: 30, Discriminating Tests: 12549
Points removed: 31, Discriminating Tests: 12605
Points removed: 32, Discriminating Tests: 12507
Points removed: 33, Discriminating Tests: 12660
Points removed: 34, Discriminating Tests: 13139
Points removed: 35, Discriminating Tests: 13367
Points removed: 36, Discriminating Tests: 13373
Points removed: 37, Discriminating Tests: 13682
Points removed: 38, Discriminating Tests: 13876
Points removed: 39, Discriminating Tests: 12216
Points removed: 40, Discriminating Tests: 11294
Points removed: 41, Discriminating Tests: 12390
Points removed: 42, Discriminating Tests: 12740
Points removed: 43, Discriminating Tests: 13165
Points removed: 44, Discriminating Tests: 13662
Points removed: 45, Discriminating Tests: 13299
Points removed: 46, Discriminating Tests: 12888
Points removed: 47, Discriminating Tests: 13529
Points removed: 48, Discriminating Tests: 14090
Points removed: 49, Discriminating Tests: 14130
Points removed: 40, Discriminating Tests: 11294
Points removed: 41, Discriminating Tests: 12390
Points removed: 42, Discriminating Tests: 12740
Points removed: 43, Discriminating Tests: 13165
Points removed: 44, Discriminating Tests: 13662
Points removed: 45, Discriminating Tests: 13299
Points removed: 46, Discriminating Tests: 12888
Points removed: 47, Discriminating Tests: 13529
Points removed: 48, Discriminating Tests: 14090
Points removed: 49, Discriminating Tests: 14130
Points removed: 50, Discriminating Tests: 14665
Points removed: 51, Discriminating Tests: 15101
Points removed: 52, Discriminating Tests: 14351
Points removed: 53, Discriminating Tests: 14518
Points removed: 54, Discriminating Tests: 14516
Points removed: 55, Discriminating Tests: 14595
Points removed: 56, Discriminating Tests: 14174
Points removed: 57, Discriminating Tests: 14551
Points removed: 58, Discriminating Tests: 15792
Points removed: 59, Discriminating Tests: 14880
Points removed: 60, Discriminating Tests: 15807
Points removed: 61, Discriminating Tests: 15419
Points removed: 62, Discriminating Tests: 15734
Points removed: 63, Discriminating Tests: 15656
Points removed: 64, Discriminating Tests: 15998
Points removed: 65, Discriminating Tests: 17163
Points removed: 66, Discriminating Tests: 17106
Points removed: 67, Discriminating Tests: 16770
Points removed: 68, Discriminating Tests: 16121
Points removed: 69, Discriminating Tests: 17631
Points removed: 70, Discriminating Tests: 17919
Points removed: 71, Discriminating Tests: 17745
Points removed: 72, Discriminating Tests: 18321
Points removed: 73, Discriminating Tests: 18358
Points removed: 74, Discriminating Tests: 18901
Points removed: 75, Discriminating Tests: 19088
Points removed: 76, Discriminating Tests: 18976
Points removed: 77, Discriminating Tests: 19374
Points removed: 78, Discriminating Tests: 19422
Points removed: 79, Discriminating Tests: 19739
Points removed: 8, Discriminating Tests: 8086
Points removed: 48, Discriminating Tests: 14090
Points removed: 88, Discriminating Tests: 22064
Points removed: 128, Discriminating Tests: 30028
Points removed: 168, Discriminating Tests: 35446
Points removed: 208, Discriminating Tests: 38742
Points removed: 248, Discriminating Tests: 43875
Points removed: 288, Discriminating Tests: 46674
Points removed: 328, Discriminating Tests: 51727
Points removed: 368, Discriminating Tests: 50410
