Points removed: 0, Discriminating Tests: 7809
Points removed: 1, Discriminating Tests: 6956
Points removed: 2, Discriminating Tests: 6135
Points removed: 3, Discriminating Tests: 5367
Points removed: 4, Discriminating Tests: 4892
Points removed: 5, Discriminating Tests: 4050
Points removed: 6, Discriminating Tests: 3344
Points removed: 7, Discriminating Tests: 2530
Points removed: 8, Discriminating Tests: 2869
Points removed: 9, Discriminating Tests: 1294
Points removed: 10, Discriminating Tests: 1980
Points removed: 11, Discriminating Tests: 240
Points removed: 12, Discriminating Tests: 3395
Points removed: 13, Discriminating Tests: 839
Points removed: 14, Discriminating Tests: 756
Points removed: 15, Discriminating Tests: 1608
Points removed: 16, Discriminating Tests: 2648
Points removed: 17, Discriminating Tests: 3394
Points removed: 18, Discriminating Tests: 3793
Points removed: 19, Discriminating Tests: 4480
Points removed: 20, Discriminating Tests: 4869
Points removed: 21, Discriminating Tests: 5213
Points removed: 22, Discriminating Tests: 6726
Points removed: 23, Discriminating Tests: 6521
Points removed: 24, Discriminating Tests: 7330
Points removed: 25, Discriminating Tests: 7312
Points removed: 26, Discriminating Tests: 7898
Points removed: 27, Discriminating Tests: 9635
Points removed: 28, Discriminating Tests: 9031
Points removed: 29, Discriminating Tests: 9465
Points removed: 30, Discriminating Tests: 9740
Points removed: 31, Discriminating Tests: 10287
Points removed: 32, Discriminating Tests: 11416
Points removed: 33, Discriminating Tests: 12277
Points removed: 34, Discriminating Tests: 11836
Points removed: 35, Discriminating Tests: 12076
Points removed: 36, Discriminating Tests: 13371
Points removed: 37, Discriminating Tests: 14403
Points removed: 38, Discriminating Tests: 15294
Points removed: 39, Discriminating Tests: 15732
