Points removed: 0, Discriminating Tests: 14097
Points removed: 1, Discriminating Tests: 13469
Points removed: 2, Discriminating Tests: 12461
Points removed: 3, Discriminating Tests: 12132
Points removed: 4, Discriminating Tests: 11246
Points removed: 5, Discriminating Tests: 11297
Points removed: 6, Discriminating Tests: 10333
Points removed: 7, Discriminating Tests: 10005
Points removed: 8, Discriminating Tests: 9439
Points removed: 9, Discriminating Tests: 8545
Points removed: 10, Discriminating Tests: 8867
Points removed: 11, Discriminating Tests: 7162
Points removed: 12, Discriminating Tests: 6715
Points removed: 13, Discriminating Tests: 6957
Points removed: 14, Discriminating Tests: 7149
Points removed: 15, Discriminating Tests: 6503
Points removed: 16, Discriminating Tests: 6576
Points removed: 17, Discriminating Tests: 5325
Points removed: 18, Discriminating Tests: 6079
Points removed: 19, Discriminating Tests: 3810
Points removed: 20, Discriminating Tests: 5286
Points removed: 21, Discriminating Tests: 3905
Points removed: 22, Discriminating Tests: 2955
Points removed: 23, Discriminating Tests: 3615
Points removed: 24, Discriminating Tests: 4053
Points removed: 25, Discriminating Tests: 2254
Points removed: 26, Discriminating Tests: 1280
Points removed: 27, Discriminating Tests: 1800
Points removed: 28, Discriminating Tests: 1155
Points removed: 29, Discriminating Tests: 1349
Points removed: 30, Discriminating Tests: 302
Points removed: 31, Discriminating Tests: 628
Points removed: 32, Discriminating Tests: 590
Points removed: 33, Discriminating Tests: 848
Points removed: 34, Discriminating Tests: 953
Points removed: 35, Discriminating Tests: 2574
Points removed: 36, Discriminating Tests: 2530
Points removed: 37, Discriminating Tests: 1713
Points removed: 38, Discriminating Tests: 2483
Points removed: 39, Discriminating Tests: 2363
