Points removed: 0, Discriminating Tests: 8854
Points removed: 1, Discriminating Tests: 8227
Points removed: 2, Discriminating Tests: 7938
Points removed: 3, Discriminating Tests: 8310
Points removed: 4, Discriminating Tests: 8263
Points removed: 5, Discriminating Tests: 8546
Points removed: 6, Discriminating Tests: 8539
Points removed: 7, Discriminating Tests: 9244
Points removed: 8, Discriminating Tests: 9197
Points removed: 9, Discriminating Tests: 9784
Points removed: 10, Discriminating Tests: 8710
Points removed: 11, Discriminating Tests: 9194
Points removed: 12, Discriminating Tests: 9976
Points removed: 13, Discriminating Tests: 9970
Points removed: 14, Discriminating Tests: 9398
Points removed: 15, Discriminating Tests: 9232
Points removed: 16, Discriminating Tests: 10410
Points removed: 17, Discriminating Tests: 9698
Points removed: 18, Discriminating Tests: 10213
Points removed: 19, Discriminating Tests: 10526
Points removed: 20, Discriminating Tests: 10421
Points removed: 21, Discriminating Tests: 10495
Points removed: 22, Discriminating Tests: 11232
Points removed: 23, Discriminating Tests: 10766
Points removed: 24, Discriminating Tests: 10749
Points removed: 25, Discriminating Tests: 11033
Points removed: 26, Discriminating Tests: 9928
Points removed: 27, Discriminating Tests: 10974
Points removed: 28, Discriminating Tests: 9919
Points removed: 29, Discriminating Tests: 10698
Points removed: 30, Discriminating Tests: 10469
Points removed: 31, Discriminating Tests: 10623
Points removed: 32, Discriminating Tests: 11327
Points removed: 33, Discriminating Tests: 12831
Points removed: 34, Discriminating Tests: 12662
Points removed: 35, Discriminating Tests: 12592
Points removed: 36, Discriminating Tests: 11946
Points removed: 37, Discriminating Tests: 13940
Points removed: 38, Discriminating Tests: 12989
Points removed: 39, Discriminating Tests: 13464
Points removed: 40, Discriminating Tests: 13385
Points removed: 41, Discriminating Tests: 13348
Points removed: 42, Discriminating Tests: 13868
Points removed: 43, Discriminating Tests: 13904
Points removed: 44, Discriminating Tests: 14163
Points removed: 45, Discriminating Tests: 14482
Points removed: 46, Discriminating Tests: 14273
Points removed: 47, Discriminating Tests: 14841
Points removed: 48, Discriminating Tests: 15001
Points removed: 49, Discriminating Tests: 15506
Points removed: 50, Discriminating Tests: 15460
Points removed: 51, Discriminating Tests: 14989
Points removed: 52, Discriminating Tests: 15826
Points removed: 53, Discriminating Tests: 15740
Points removed: 54, Discriminating Tests: 15339
Points removed: 55, Discriminating Tests: 16065
Points removed: 56, Discriminating Tests: 15948
Points removed: 57, Discriminating Tests: 16852
Points removed: 58, Discriminating Tests: 16975
Points removed: 59, Discriminating Tests: 17725
Points removed: 60, Discriminating Tests: 17217
Points removed: 61, Discriminating Tests: 17507
Points removed: 62, Discriminating Tests: 18282
Points removed: 63, Discriminating Tests: 17640
Points removed: 64, Discriminating Tests: 17807
Points removed: 65, Discriminating Tests: 18265
Points removed: 66, Discriminating Tests: 18281
Points removed: 67, Discriminating Tests: 17321
Points removed: 68, Discriminating Tests: 17760
Points removed: 69, Discriminating Tests: 18030
Points removed: 70, Discriminating Tests: 18642
Points removed: 71, Discriminating Tests: 18566
Points removed: 72, Discriminating Tests: 18708
Points removed: 73, Discriminating Tests: 19406
Points removed: 74, Discriminating Tests: 19523
Points removed: 75, Discriminating Tests: 19116
Points removed: 76, Discriminating Tests: 19339
Points removed: 77, Discriminating Tests: 19657
Points removed: 78, Discriminating Tests: 18771
Points removed: 79, Discriminating Tests: 19304
