Points removed: 0, Discriminating Tests: 8430
Points removed: 1, Discriminating Tests: 7762
Points removed: 2, Discriminating Tests: 8487
Points removed: 3, Discriminating Tests: 8108
Points removed: 4, Discriminating Tests: 7795
Points removed: 5, Discriminating Tests: 7512
Points removed: 6, Discriminating Tests: 7852
Points removed: 7, Discriminating Tests: 7378
Points removed: 8, Discriminating Tests: 7889
Points removed: 9, Discriminating Tests: 7615
Points removed: 10, Discriminating Tests: 7634
Points removed: 11, Discriminating Tests: 6643
Points removed: 12, Discriminating Tests: 7458
Points removed: 13, Discriminating Tests: 5895
Points removed: 14, Discriminating Tests: 6982
Points removed: 15, Discriminating Tests: 6536
Points removed: 16, Discriminating Tests: 6918
Points removed: 17, Discriminating Tests: 6599
Points removed: 18, Discriminating Tests: 7426
Points removed: 19, Discriminating Tests: 7035
Points removed: 20, Discriminating Tests: 6557
Points removed: 21, Discriminating Tests: 6822
Points removed: 22, Discriminating Tests: 5611
Points removed: 23, Discriminating Tests: 6407
Points removed: 24, Discriminating Tests: 6100
Points removed: 25, Discriminating Tests: 7090
Points removed: 26, Discriminating Tests: 7350
Points removed: 27, Discriminating Tests: 6087
Points removed: 28, Discriminating Tests: 8061
Points removed: 29, Discriminating Tests: 6956
Points removed: 30, Discriminating Tests: 6205
Points removed: 31, Discriminating Tests: 6545
Points removed: 32, Discriminating Tests: 6363
Points removed: 33, Discriminating Tests: 5780
Points removed: 34, Discriminating Tests: 4917
Points removed: 35, Discriminating Tests: 5187
Points removed: 36, Discriminating Tests: 5724
Points removed: 37, Discriminating Tests: 4450
Points removed: 38, Discriminating Tests: 4511
Points removed: 39, Discriminating Tests: 5053
Points removed: 40, Discriminating Tests: 5198
Points removed: 41, Discriminating Tests: 3532
Points removed: 42, Discriminating Tests: 4892
Points removed: 43, Discriminating Tests: 4807
Points removed: 44, Discriminating Tests: 4704
Points removed: 45, Discriminating Tests: 3637
Points removed: 46, Discriminating Tests: 3763
Points removed: 47, Discriminating Tests: 3846
Points removed: 48, Discriminating Tests: 3238
Points removed: 49, Discriminating Tests: 2693
Points removed: 50, Discriminating Tests: 2942
Points removed: 51, Discriminating Tests: 2881
Points removed: 52, Discriminating Tests: 3261
Points removed: 53, Discriminating Tests: 2886
Points removed: 54, Discriminating Tests: 2674
Points removed: 55, Discriminating Tests: 3240
Points removed: 56, Discriminating Tests: 2839
Points removed: 57, Discriminating Tests: 2706
Points removed: 58, Discriminating Tests: 2224
Points removed: 59, Discriminating Tests: 3357
Points removed: 60, Discriminating Tests: 2296
Points removed: 61, Discriminating Tests: 2119
Points removed: 62, Discriminating Tests: 2412
Points removed: 63, Discriminating Tests: 2040
Points removed: 64, Discriminating Tests: 891
Points removed: 65, Discriminating Tests: 1772
Points removed: 66, Discriminating Tests: 1013
Points removed: 67, Discriminating Tests: 877
Points removed: 68, Discriminating Tests: 1495
Points removed: 69, Discriminating Tests: 2028
Points removed: 70, Discriminating Tests: 1686
Points removed: 71, Discriminating Tests: 1621
Points removed: 72, Discriminating Tests: 952
Points removed: 73, Discriminating Tests: 1266
Points removed: 74, Discriminating Tests: 1608
Points removed: 75, Discriminating Tests: 1348
Points removed: 76, Discriminating Tests: 1004
Points removed: 77, Discriminating Tests: 977
Points removed: 78, Discriminating Tests: 1586
Points removed: 79, Discriminating Tests: 411
