Points removed: 0, Discriminating Tests: 10554
Points removed: 1, Discriminating Tests: 9378
Points removed: 2, Discriminating Tests: 9781
Points removed: 3, Discriminating Tests: 9715
Points removed: 4, Discriminating Tests: 9014
Points removed: 5, Discriminating Tests: 9031
Points removed: 6, Discriminating Tests: 9611
Points removed: 7, Discriminating Tests: 8837
Points removed: 8, Discriminating Tests: 8585
Points removed: 9, Discriminating Tests: 8801
Points removed: 10, Discriminating Tests: 8669
Points removed: 11, Discriminating Tests: 8942
Points removed: 12, Discriminating Tests: 9155
Points removed: 13, Discriminating Tests: 8748
Points removed: 14, Discriminating Tests: 7253
Points removed: 15, Discriminating Tests: 8278
Points removed: 16, Discriminating Tests: 7170
Points removed: 17, Discriminating Tests: 7359
Points removed: 18, Discriminating Tests: 7104
Points removed: 19, Discriminating Tests: 6355
Points removed: 20, Discriminating Tests: 6173
Points removed: 21, Discriminating Tests: 5374
Points removed: 22, Discriminating Tests: 5599
Points removed: 23, Discriminating Tests: 5595
Points removed: 24, Discriminating Tests: 5029
Points removed: 25, Discriminating Tests: 4985
Points removed: 26, Discriminating Tests: 5001
Points removed: 27, Discriminating Tests: 4117
Points removed: 28, Discriminating Tests: 4233
Points removed: 29, Discriminating Tests: 3613
Points removed: 30, Discriminating Tests: 2899
Points removed: 31, Discriminating Tests: 2025
Points removed: 32, Discriminating Tests: 2582
Points removed: 33, Discriminating Tests: 2466
Points removed: 34, Discriminating Tests: 1933
Points removed: 35, Discriminating Tests: 1356
Points removed: 36, Discriminating Tests: 1439
Points removed: 37, Discriminating Tests: 1265
Points removed: 38, Discriminating Tests: 979
Points removed: 39, Discriminating Tests: 971
