Points removed: 0, Discriminating Tests: 8320
Points removed: 1, Discriminating Tests: 8443
Points removed: 2, Discriminating Tests: 5947
Points removed: 3, Discriminating Tests: 7343
Points removed: 4, Discriminating Tests: 6857
Points removed: 5, Discriminating Tests: 5428
Points removed: 6, Discriminating Tests: 6418
Points removed: 7, Discriminating Tests: 5198
Points removed: 8, Discriminating Tests: 5286
Points removed: 9, Discriminating Tests: 2357
Points removed: 10, Discriminating Tests: 3629
Points removed: 11, Discriminating Tests: 4004
Points removed: 12, Discriminating Tests: 3876
Points removed: 13, Discriminating Tests: 3721
Points removed: 14, Discriminating Tests: 3484
Points removed: 15, Discriminating Tests: 2696
Points removed: 16, Discriminating Tests: 2798
Points removed: 17, Discriminating Tests: 2224
Points removed: 18, Discriminating Tests: 2096
Points removed: 19, Discriminating Tests: 1851
Points removed: 20, Discriminating Tests: 2162
Points removed: 21, Discriminating Tests: 334
Points removed: 22, Discriminating Tests: 573
Points removed: 23, Discriminating Tests: 716
Points removed: 24, Discriminating Tests: 250
Points removed: 25, Discriminating Tests: 339
Points removed: 26, Discriminating Tests: 13
Points removed: 27, Discriminating Tests: 795
Points removed: 28, Discriminating Tests: 455
Points removed: 29, Discriminating Tests: 142
Points removed: 30, Discriminating Tests: 1201
Points removed: 31, Discriminating Tests: 2662
Points removed: 32, Discriminating Tests: 1422
Points removed: 33, Discriminating Tests: 2281
Points removed: 34, Discriminating Tests: 2304
Points removed: 35, Discriminating Tests: 3365
Points removed: 36, Discriminating Tests: 2377
Points removed: 37, Discriminating Tests: 2693
Points removed: 38, Discriminating Tests: 4191
Points removed: 39, Discriminating Tests: 3432
