Points removed: 0, Discriminating Tests: 9377
Points removed: 1, Discriminating Tests: 8672
Points removed: 2, Discriminating Tests: 8082
Points removed: 3, Discriminating Tests: 7156
Points removed: 4, Discriminating Tests: 6983
Points removed: 5, Discriminating Tests: 5434
Points removed: 6, Discriminating Tests: 4724
Points removed: 7, Discriminating Tests: 4209
Points removed: 8, Discriminating Tests: 3831
Points removed: 9, Discriminating Tests: 2572
Points removed: 10, Discriminating Tests: 2834
Points removed: 11, Discriminating Tests: 958
Points removed: 12, Discriminating Tests: 1331
Points removed: 13, Discriminating Tests: 92
Points removed: 14, Discriminating Tests: 766
Points removed: 15, Discriminating Tests: 718
Points removed: 16, Discriminating Tests: 1937
Points removed: 17, Discriminating Tests: 2172
Points removed: 18, Discriminating Tests: 2445
Points removed: 19, Discriminating Tests: 2718
Points removed: 20, Discriminating Tests: 3938
Points removed: 21, Discriminating Tests: 4486
Points removed: 22, Discriminating Tests: 5188
Points removed: 23, Discriminating Tests: 5165
Points removed: 24, Discriminating Tests: 6253
Points removed: 25, Discriminating Tests: 6101
Points removed: 26, Discriminating Tests: 6800
Points removed: 27, Discriminating Tests: 8055
Points removed: 28, Discriminating Tests: 7467
Points removed: 29, Discriminating Tests: 8164
Points removed: 30, Discriminating Tests: 8299
Points removed: 31, Discriminating Tests: 9174
Points removed: 32, Discriminating Tests: 10199
Points removed: 33, Discriminating Tests: 10337
Points removed: 34, Discriminating Tests: 11859
Points removed: 35, Discriminating Tests: 11145
Points removed: 36, Discriminating Tests: 12267
Points removed: 37, Discriminating Tests: 12947
Points removed: 38, Discriminating Tests: 13607
Points removed: 39, Discriminating Tests: 14039
