Checking-ccount,Months,Credit-history,Purpose,Credit-mount,Svings-ccount,Present-employment-since,Instllment-rte,Gender,Other-debtors,Present-residence-since,Property,ge,Other-instllment-plns,Housing,Number-of-existing-credits,Job,Number-of-people-being-lible,Telephone,Foreign-worker
-0.41533333333333333,-0.21916176470588233,-0.2555,-0.26822222222222225,-0.1156739297898096,-0.32125,-0.39025,0.3423333333333334,0.31000000000000005,-0.067,0.38499999999999995,-0.512,0.5616785714285715,-0.1165,-0.233,0.19766666666666666,-0.18733333333333335,-0.15500000000000003,-0.596,-0.037
-0.082,0.3984852941176471,-0.005500000000000005,-0.26822222222222225,0.14744921316165951,-0.07124999999999998,-0.14024999999999999,-0.3243333333333333,-0.69,-0.067,-0.28166666666666673,-0.512,-0.24189285714285713,-0.1165,-0.233,-0.13566666666666669,-0.18733333333333335,-0.15500000000000003,0.404,-0.037
0.25133333333333335,-0.13092647058823528,-0.2555,-0.15711111111111112,-0.0646669968086277,-0.07124999999999998,0.10975000000000001,-0.3243333333333333,0.31000000000000005,-0.067,0.051666666666666604,-0.512,0.24025000000000002,-0.1165,-0.233,-0.13566666666666669,0.146,0.845,0.404,-0.037
-0.41533333333333333,0.31025,-0.005500000000000005,-0.04600000000000001,0.2536999009574117,-0.07124999999999998,0.10975000000000001,-0.3243333333333333,0.31000000000000005,0.433,0.38499999999999995,-0.17866666666666667,0.1688214285714286,-0.1165,0.267,-0.13566666666666669,-0.18733333333333335,0.845,0.404,-0.037
-0.41533333333333333,0.045544117647058846,0.2445,0.06511111111111109,0.0879686365137009,-0.07124999999999998,-0.14024999999999999,0.009000000000000044,0.31000000000000005,-0.067,0.38499999999999995,0.15466666666666665,0.3116785714285714,-0.1165,0.267,0.19766666666666666,-0.18733333333333335,0.845,0.404,-0.037
0.25133333333333335,0.22201470588235295,-0.005500000000000005,-0.15711111111111112,0.3182426543413668,-0.32125,-0.14024999999999999,-0.3243333333333333,0.31000000000000005,-0.067,0.38499999999999995,0.15466666666666665,-0.00974999999999999,-0.1165,0.267,-0.13566666666666669,0.146,0.845,-0.596,-0.037
0.25133333333333335,0.045544117647058846,-0.005500000000000005,-0.04600000000000001,-0.024004511940134247,0.17875000000000002,-0.39025,0.009000000000000044,0.31000000000000005,-0.067,0.38499999999999995,-0.17866666666666667,0.3116785714285714,-0.1165,-0.233,-0.13566666666666669,-0.18733333333333335,-0.15500000000000003,0.404,-0.037
-0.082,0.22201470588235295,-0.005500000000000005,0.1762222222222222,0.20230780235501267,-0.07124999999999998,-0.14024999999999999,-0.3243333333333333,0.31000000000000005,-0.067,-0.28166666666666673,0.488,-0.00974999999999999,-0.1165,0.767,-0.13566666666666669,0.47933333333333333,-0.15500000000000003,-0.596,-0.037
0.25133333333333335,-0.13092647058823528,-0.005500000000000005,-0.26822222222222225,-0.0116792120611863,0.42875,0.10975000000000001,-0.3243333333333333,0.31000000000000005,-0.067,0.38499999999999995,-0.512,0.4545357142857143,-0.1165,-0.233,-0.13566666666666669,0.146,-0.15500000000000003,0.404,-0.037
-0.082,0.1337794117647059,-0.2555,0.06511111111111109,0.10799724881699131,-0.07124999999999998,0.35975,0.3423333333333334,0.31000000000000005,-0.067,-0.28166666666666673,0.488,-0.13474999999999998,-0.1165,-0.233,0.19766666666666666,0.47933333333333333,-0.15500000000000003,0.404,-0.037
